bridge_id,bridge_type,material,year_built,age_years,design_life_years,location,corrosion_environment,corrosion_rate_mm_yr,condition_rating,structurally_deficient,adt,deck_area_sqft,tensile_strength_MPa,yield_strength_MPa,paris_C,paris_m,original_thickness_mm,remaining_thickness_mm,fatigue_cycles_millions,replacement_cost_M,loan_outstanding_M,last_inspection_date,insurance_premium_K_yr
BR-03907,Pedestrian,Steel (A36),1964,60,60,Urban Northeast,Moderate,0.0535,6,0,768,345.0,450,250,6.9e-12,3.0,19.9,16.7,1.7,0.08,0.04,2021-02-19,1.1
BR-03908,Highway,Cast Iron,1978,46,75,Industrial Ohio,Moderate,0.0333,7,0,12044,1276.0,200,130,1.2e-11,3.8,15.8,14.3,202.2,0.45,0.23,2021-04-21,7.7
BR-03909,Local Road,Steel (A36),1978,46,60,Coastal California,Moderate,0.0464,7,0,2195,1221.0,450,250,6.9e-12,3.0,22.3,20.2,36.9,0.38,0.19,2023-05-07,3.2
BR-03910,Railroad,Steel (A36),1951,73,75,Coastal Carolina,Severe,0.0592,7,0,84,3539.0,450,250,6.9e-12,3.0,14.3,9.9,111.9,1.06,0.75,2020-02-17,18.1
BR-03911,Interstate,Composite Steel-Concrete,1995,29,60,Industrial New Jersey,Moderate,0.0454,9,0,8887,2910.0,400,230,6.5e-12,3.0,63.6,62.2,94.1,1.14,0.48,2022-10-19,25.0
BR-03912,Highway,Prestressed Concrete,1970,54,75,Coastal Carolina,Severe,0.0487,7,0,152489,2378.0,35,28,0.0,0.0,61.9,59.2,3005.6,0.41,0.27,2022-09-17,9.4
BR-03913,Highway,Steel (A588 Weathering),1967,57,100,Industrial Ohio,Moderate,0.0233,9,0,32236,751.0,485,345,5.2e-12,2.8,24.3,23.0,670.7,0.11,0.06,2022-06-13,2.5
BR-03914,Railroad,Composite Steel-Concrete,1991,33,50,Rural Midwest,Mild,0.0333,8,0,58,3116.0,400,230,6.5e-12,3.0,46.4,45.3,34.9,0.91,0.63,2020-08-12,18.9
BR-03915,Highway,Prestressed Concrete,1986,38,75,Industrial New Jersey,Moderate,0.0365,8,0,10624,4811.0,35,28,0.0,0.0,59.1,57.7,147.4,1.36,0.8,2021-09-22,19.4
BR-03916,Local Road,Composite Steel-Concrete,1981,43,100,Coastal Carolina,Severe,0.0831,6,0,4966,2184.0,400,230,6.5e-12,3.0,56.3,52.7,77.9,0.35,0.19,2022-04-09,3.3
BR-03917,Highway,Reinforced Concrete,1960,64,60,Rural Mountain,Mild,0.0088,9,0,32077,572.0,25,20,0.0,0.0,49.5,48.9,749.3,0.21,0.11,2023-04-04,4.8
BR-03918,Interstate,Reinforced Concrete,1967,57,75,Rural Mountain,Mild,0.0128,9,0,11211,2425.0,25,20,0.0,0.0,44.0,43.3,233.2,0.37,0.28,2022-03-16,4.1
BR-03919,Highway,Prestressed Concrete,1965,59,60,Industrial Michigan,Moderate,0.033,7,0,8301,855.0,35,28,0.0,0.0,47.8,45.8,178.8,0.22,0.07,2020-08-20,2.6
BR-03920,Local Road,Composite Steel-Concrete,1980,44,75,Rural Midwest,Mild,0.0271,8,0,7337,979.0,400,230,6.5e-12,3.0,46.0,44.8,117.8,0.3,0.19,2023-08-07,5.8
BR-03921,Local Road,Reinforced Concrete,1974,50,60,Coastal Florida,Severe,0.0679,7,0,2780,10781.0,25,20,0.0,0.0,51.1,47.7,50.7,3.46,1.89,2020-01-21,60.0
BR-03922,Highway,Prestressed Concrete,1995,29,75,Rural Mountain,Mild,0.0101,9,0,6781,6525.0,35,28,0.0,0.0,66.2,66.0,71.8,1.92,0.79,2020-03-12,35.0
BR-03923,Interstate,Prestressed Concrete,1960,64,60,Industrial New Jersey,Moderate,0.0434,7,0,36014,1403.0,35,28,0.0,0.0,57.6,54.8,841.3,0.28,0.09,2023-07-02,6.5
BR-03924,Pedestrian,Stainless Steel 316L,2021,3,60,Urban Northeast,Moderate,0.0069,9,0,3289,1248.0,515,205,3.1e-12,3.2,20.8,20.8,0.4,0.36,0.23,2022-10-11,4.3
BR-03925,Interstate,Steel (A36),2018,6,60,Industrial Michigan,Moderate,0.0616,9,0,13843,1930.0,450,250,6.9e-12,3.0,17.5,17.1,30.3,0.6,0.21,2023-02-17,8.1
BR-03926,Highway,Aluminium Alloy,1973,51,75,Coastal Carolina,Severe,0.0468,8,0,38470,3784.0,310,275,5e-12,3.1,25.3,22.9,716.1,1.08,0.42,2020-06-05,23.1
BR-03927,Interstate,Steel (A36),1991,33,50,Urban Northeast,Moderate,0.0477,7,0,63628,1315.0,450,250,6.9e-12,3.0,11.7,10.1,766.4,0.44,0.13,2020-03-05,5.1
BR-03928,Interstate,Steel (A36),1966,58,60,Coastal Carolina,Severe,0.0651,5,0,11133,490.0,450,250,6.9e-12,3.0,10.6,6.8,235.7,0.15,0.05,2021-09-20,2.6
BR-03929,Interstate,Steel (A36),1969,55,60,Urban West,Mild,0.0552,7,0,12316,751.0,450,250,6.9e-12,3.0,11.4,8.4,247.2,0.12,0.05,2020-02-12,2.2
BR-03930,Pedestrian,Steel (A36),1950,74,75,Rural South,Mild,0.0368,6,0,6660,6722.0,450,250,6.9e-12,3.0,21.5,18.7,18.0,2.01,1.59,2023-07-07,20.5
BR-03931,Highway,Timber,2018,6,75,Rural South,Mild,0.0314,8,0,27861,584.0,8,5,0.0,0.0,23.9,23.8,61.0,0.15,0.06,2021-08-11,3.6
BR-03932,Local Road,Composite Steel-Concrete,1972,52,60,Rural Midwest,Mild,0.0352,8,0,2937,13827.0,400,230,6.5e-12,3.0,58.7,56.8,55.7,2.14,1.57,2020-07-26,29.5
BR-03933,Highway,Steel (A514 HY),1979,45,50,Coastal Florida,Severe,0.0694,6,0,22216,468.0,760,690,4.5e-12,3.2,10.1,7.0,364.9,0.18,0.11,2023-09-14,3.6
BR-03934,Highway,Steel (A514 HY),1980,44,100,Pacific Northwest,Mild,0.0273,8,0,10455,3783.0,760,690,4.5e-12,3.2,18.5,17.3,167.9,1.51,0.67,2021-03-24,28.2
BR-03935,Highway,Timber,2000,24,50,Urban Northeast,Moderate,0.037,8,0,35022,5787.0,8,5,0.0,0.0,34.0,33.1,306.8,1.28,0.5,2020-05-05,16.6
BR-03936,Interstate,FRP Composite,2000,24,75,Industrial New Jersey,Moderate,0.0284,8,0,16028,3526.0,600,500,0.0,0.0,30.7,30.0,140.4,1.33,0.69,2020-02-09,30.9
BR-03937,Highway,Steel (A36),1986,38,50,Industrial New Jersey,Moderate,0.0465,7,0,16651,1711.0,450,250,6.9e-12,3.0,16.6,14.9,230.9,0.41,0.28,2022-04-22,8.0
BR-03938,Railroad,Reinforced Concrete,1978,46,100,Urban Northeast,Moderate,0.0383,9,0,52,1322.0,25,20,0.0,0.0,54.9,53.1,43.7,0.34,0.16,2023-11-18,3.3
BR-03939,Local Road,Reinforced Concrete,1983,41,75,Pacific Northwest,Mild,0.0187,8,0,2882,3336.0,25,20,0.0,0.0,42.9,42.1,43.1,1.22,0.93,2020-04-14,21.8
BR-03940,Local Road,Steel (A36),2014,10,100,Urban Northeast,Moderate,0.0814,9,0,3427,1649.0,450,250,6.9e-12,3.0,21.0,20.2,12.5,0.35,0.25,2021-12-21,7.2
BR-03941,Interstate,Steel (A588 Weathering),1996,28,75,Industrial Ohio,Moderate,0.0344,8,0,27369,1121.0,485,345,5.2e-12,2.8,11.8,10.8,279.7,0.38,0.29,2020-07-13,8.7
BR-03942,Interstate,Reinforced Concrete,1985,39,50,Industrial Ohio,Moderate,0.0257,8,0,67611,1753.0,25,20,0.0,0.0,42.4,41.4,962.4,0.68,0.46,2023-01-16,16.8
BR-03943,Interstate,Steel (A36),1971,53,75,Urban Northeast,Moderate,0.0555,7,0,42281,446.0,450,250,6.9e-12,3.0,17.6,14.6,817.9,0.17,0.11,2022-03-11,1.5
BR-03944,Highway,Steel (A588 Weathering),1974,50,75,Coastal Carolina,Severe,0.0512,7,0,50440,1531.0,485,345,5.2e-12,2.8,16.8,14.3,920.5,0.25,0.12,2020-10-02,4.6
BR-03945,Local Road,Composite Steel-Concrete,1993,31,75,Rural Midwest,Mild,0.038,8,0,4167,6966.0,400,230,6.5e-12,3.0,57.1,55.9,47.1,1.08,0.66,2020-09-14,14.3
BR-03946,Pedestrian,Steel (A36),1995,29,100,Desert Southwest,Mild,0.0169,8,0,818,4795.0,450,250,6.9e-12,3.0,12.6,12.1,0.9,1.63,0.68,2020-07-10,21.6
BR-03947,Highway,Steel (A588 Weathering),1971,53,75,Industrial New Jersey,Moderate,0.0244,8,0,44628,2365.0,485,345,5.2e-12,2.8,22.0,20.7,863.3,0.92,0.64,2023-12-27,16.7
BR-03948,Railroad,Steel (A588 Weathering),1924,100,75,Urban West,Mild,0.0256,7,0,68,15574.0,485,345,5.2e-12,2.8,11.5,8.9,124.1,5.83,2.73,2020-12-08,83.4
BR-03949,Highway,Prestressed Concrete,1956,68,75,Coastal Carolina,Severe,0.0606,5,0,15627,427.0,35,28,0.0,0.0,69.0,64.9,387.9,0.08,0.05,2023-12-12,1.3
BR-03950,Highway,Reinforced Concrete,1970,54,75,Industrial Ohio,Moderate,0.042,8,0,16479,11789.0,25,20,0.0,0.0,69.6,67.4,324.8,2.9,0.95,2020-03-14,27.7
BR-03951,Interstate,Composite Steel-Concrete,1971,53,100,Coastal Texas,Severe,0.0664,5,0,41092,554.0,400,230,6.5e-12,3.0,67.2,63.7,794.9,0.14,0.09,2020-10-22,1.4
BR-03952,Local Road,Steel (A36),1976,48,60,Industrial Michigan,Moderate,0.072,7,0,7039,1705.0,450,250,6.9e-12,3.0,24.3,20.9,123.3,0.49,0.18,2023-02-07,11.9
BR-03953,Pedestrian,FRP Composite,1978,46,75,Pacific Northwest,Mild,0.0083,8,0,11808,2048.0,600,500,0.0,0.0,36.6,36.2,19.8,0.44,0.19,2022-11-27,8.3
BR-03954,Local Road,Cast Iron,1970,54,75,Industrial New Jersey,Moderate,0.0419,7,0,1413,567.0,200,130,1.2e-11,3.8,23.2,21.0,27.9,0.2,0.08,2020-10-15,2.3
BR-03955,Pedestrian,Prestressed Concrete,1993,31,60,Rural Midwest,Mild,0.0161,9,0,5601,2998.0,35,28,0.0,0.0,69.5,69.0,6.3,0.94,0.29,2021-04-21,22.0
BR-03956,Local Road,Steel (A36),1961,63,75,Coastal Florida,Severe,0.119,3,1,3177,906.0,450,250,6.9e-12,3.0,11.8,4.3,73.1,0.33,0.18,2020-01-21,4.8
BR-03957,Highway,Reinforced Concrete,1984,40,60,Coastal Carolina,Severe,0.0395,8,0,119337,1143.0,25,20,0.0,0.0,61.8,60.2,1742.3,0.3,0.22,2023-02-08,3.4
BR-03958,Interstate,Steel (A36),1986,38,60,Coastal Florida,Severe,0.1145,6,0,21910,4645.0,450,250,6.9e-12,3.0,11.2,6.9,303.9,1.07,0.54,2022-01-12,23.0
BR-03959,Railroad,FRP Composite,1982,42,100,Desert Southwest,Mild,0.0109,8,0,119,1213.0,600,500,0.0,0.0,32.6,32.2,91.2,0.43,0.31,2020-02-02,10.4
BR-03960,Local Road,Steel (A36),1970,54,50,Pacific Northwest,Mild,0.0439,7,0,4803,2950.0,450,250,6.9e-12,3.0,10.5,8.1,94.7,0.78,0.27,2021-06-21,8.7
BR-03961,Local Road,Steel (A36),1957,67,60,Pacific Northwest,Mild,0.0308,7,0,4475,4262.0,450,250,6.9e-12,3.0,22.1,20.1,109.4,1.13,0.54,2023-08-25,22.6
BR-03962,Highway,Steel (A588 Weathering),1969,55,75,Urban Northeast,Moderate,0.0425,7,0,41030,4116.0,485,345,5.2e-12,2.8,15.3,13.0,823.7,1.55,0.93,2023-12-11,22.7
BR-03963,Pedestrian,Composite Steel-Concrete,2012,12,75,Industrial New Jersey,Moderate,0.0985,9,0,6287,815.0,400,230,6.5e-12,3.0,65.9,64.8,2.8,0.18,0.14,2020-09-21,3.9
BR-03964,Railroad,Composite Steel-Concrete,1989,35,50,Rural South,Mild,0.0467,8,0,112,2160.0,400,230,6.5e-12,3.0,63.0,61.4,71.5,0.7,0.45,2021-04-18,14.2
BR-03965,Local Road,Steel (A514 HY),1961,63,75,Pacific Northwest,Mild,0.0307,8,0,6688,1786.0,760,690,4.5e-12,3.2,10.3,8.4,153.8,0.54,0.24,2022-08-07,13.6
BR-03966,Railroad,Composite Steel-Concrete,1979,45,75,Industrial Ohio,Moderate,0.0381,8,0,51,861.0,400,230,6.5e-12,3.0,57.5,55.8,41.9,0.24,0.09,2021-08-03,5.5
BR-03967,Highway,Steel (A588 Weathering),1995,29,100,Industrial New Jersey,Moderate,0.0368,8,0,24088,1958.0,485,345,5.2e-12,2.8,13.4,12.3,255.0,0.59,0.32,2020-04-15,4.9
BR-03968,Highway,Prestressed Concrete,1970,54,60,Coastal Carolina,Severe,0.0314,7,0,40853,601.0,35,28,0.0,0.0,46.7,45.0,805.2,0.11,0.07,2023-03-19,1.6
BR-03969,Interstate,Steel (A36),1996,28,50,Pacific Northwest,Mild,0.0483,7,0,5263,1517.0,450,250,6.9e-12,3.0,20.3,18.9,53.8,0.27,0.2,2023-10-26,6.4
BR-03970,Pedestrian,Prestressed Concrete,2008,16,75,Urban Midwest,Moderate,0.0373,8,0,14435,4943.0,35,28,0.0,0.0,66.9,66.3,8.4,1.53,0.53,2022-01-19,17.7
BR-03971,Highway,Composite Steel-Concrete,1976,48,100,Urban Midwest,Moderate,0.0581,6,0,11549,5005.0,400,230,6.5e-12,3.0,52.4,49.6,202.3,0.87,0.57,2023-01-11,8.9
BR-03972,Highway,Steel (A36),1968,56,100,Industrial Michigan,Moderate,0.0389,8,0,20542,1559.0,450,250,6.9e-12,3.0,22.1,19.9,419.9,0.35,0.2,2021-07-07,5.6
BR-03973,Highway,Reinforced Concrete,1996,28,100,Urban West,Mild,0.0133,9,0,41849,2984.0,25,20,0.0,0.0,63.3,62.9,427.7,1.14,0.74,2023-07-06,13.6
BR-03974,Highway,Steel (A588 Weathering),1975,49,60,Urban West,Mild,0.0147,8,0,35798,2999.0,485,345,5.2e-12,2.8,21.7,21.0,640.2,0.9,0.41,2023-05-11,21.6
BR-03975,Local Road,Steel (A36),1993,31,100,Coastal Carolina,Severe,0.0608,8,0,1645,3426.0,450,250,6.9e-12,3.0,11.3,9.5,18.6,1.22,0.81,2021-01-01,14.7
BR-03976,Interstate,Reinforced Concrete,1963,61,100,Rural Mountain,Mild,0.0158,7,0,8042,928.0,25,20,0.0,0.0,59.1,58.1,179.1,0.28,0.09,2023-02-18,2.8
BR-03977,Pedestrian,Steel (A36),1971,53,75,Desert Southwest,Mild,0.0156,8,0,11753,1283.0,450,250,6.9e-12,3.0,15.5,14.7,22.7,0.46,0.24,2020-01-26,8.1
BR-03978,Highway,FRP Composite,1959,65,60,Rural Midwest,Mild,0.0147,8,0,12665,2609.0,600,500,0.0,0.0,23.2,22.3,300.5,0.73,0.44,2021-10-14,11.7
BR-03979,Highway,Prestressed Concrete,2009,15,50,Rural Midwest,Mild,0.0159,9,0,38230,1467.0,35,28,0.0,0.0,53.1,52.9,209.3,0.45,0.33,2023-10-12,6.1
BR-03980,Local Road,Composite Steel-Concrete,1975,49,100,Coastal Texas,Severe,0.0622,7,0,4033,3664.0,400,230,6.5e-12,3.0,67.0,64.0,72.1,1.19,0.78,2020-08-05,13.9
BR-03981,Highway,Prestressed Concrete,1976,48,100,Desert Southwest,Mild,0.0094,9,0,25346,4122.0,35,28,0.0,0.0,50.8,50.3,444.1,1.1,0.61,2022-01-07,12.6
BR-03982,Interstate,Steel (A36),1959,65,60,Urban Midwest,Moderate,0.0472,6,0,20462,272.0,450,250,6.9e-12,3.0,10.0,7.0,485.5,0.06,0.02,2023-12-16,0.7
BR-03983,Highway,Timber,1980,44,75,Industrial Ohio,Moderate,0.0366,8,0,32097,1634.0,8,5,0.0,0.0,23.2,21.6,515.5,0.65,0.51,2023-04-11,8.0
BR-03984,Highway,Prestressed Concrete,1971,53,75,Industrial Ohio,Moderate,0.0229,8,0,92008,1977.0,35,28,0.0,0.0,52.8,51.6,1779.9,0.46,0.22,2023-02-07,5.4
BR-03985,Highway,Prestressed Concrete,1946,78,100,Desert Southwest,Mild,0.0129,8,0,20932,1928.0,35,28,0.0,0.0,69.7,68.7,595.9,0.55,0.35,2020-11-21,9.4
BR-03986,Local Road,Prestressed Concrete,1999,25,100,Rural Mountain,Mild,0.0124,9,0,4725,1525.0,35,28,0.0,0.0,61.9,61.6,43.1,0.23,0.07,2021-06-23,5.3
BR-03987,Interstate,Reinforced Concrete,1972,52,75,Urban West,Mild,0.0143,8,0,27565,1988.0,25,20,0.0,0.0,64.1,63.4,523.2,0.74,0.45,2023-12-02,14.8
BR-03988,Highway,Reinforced Concrete,2008,16,100,Coastal Texas,Severe,0.0293,8,0,8254,894.0,25,20,0.0,0.0,66.8,66.3,48.2,0.26,0.18,2022-04-17,5.5
BR-03989,Interstate,Composite Steel-Concrete,1999,25,60,Coastal Texas,Severe,0.1341,7,0,15806,7441.0,400,230,6.5e-12,3.0,42.8,39.5,144.2,2.3,1.46,2021-04-21,36.1
BR-03990,Pedestrian,Stainless Steel 316L,2010,14,75,Pacific Northwest,Mild,0.0041,9,0,2670,1171.0,515,205,3.1e-12,3.2,15.3,15.3,1.4,0.4,0.2,2022-09-16,6.1
BR-03991,Pedestrian,Steel (A36),1960,64,100,Rural Midwest,Mild,0.0212,7,0,5088,778.0,450,250,6.9e-12,3.0,10.9,9.5,11.9,0.16,0.09,2022-06-03,3.6
BR-03992,Railroad,Steel (A36),1985,39,75,Desert Southwest,Mild,0.0159,9,0,78,2647.0,450,250,6.9e-12,3.0,18.3,17.7,55.5,1.03,0.42,2021-06-19,11.6
BR-03993,Highway,Prestressed Concrete,1966,58,60,Coastal Carolina,Severe,0.0545,6,0,39865,2392.0,35,28,0.0,0.0,41.7,38.6,843.9,0.89,0.33,2021-10-25,9.9
BR-03994,Local Road,Timber,1976,48,50,Urban Midwest,Moderate,0.0286,7,0,1862,1076.0,8,5,0.0,0.0,23.9,22.6,32.6,0.42,0.23,2020-04-08,4.0
BR-03995,Local Road,Reinforced Concrete,1966,58,100,Urban Midwest,Moderate,0.0246,8,0,7259,2301.0,25,20,0.0,0.0,47.2,45.8,153.7,0.6,0.46,2020-09-12,9.8
BR-03996,Interstate,Prestressed Concrete,2006,18,75,Pacific Northwest,Mild,0.0164,9,0,16740,7615.0,35,28,0.0,0.0,62.3,62.0,110.0,2.24,0.94,2020-01-05,42.3
BR-03997,Local Road,Reinforced Concrete,1974,50,75,Coastal Texas,Severe,0.0362,8,0,1435,758.0,25,20,0.0,0.0,41.5,39.7,26.2,0.2,0.15,2022-06-14,4.2
BR-03998,Interstate,Reinforced Concrete,1992,32,100,Pacific Northwest,Mild,0.0133,9,0,20049,4469.0,25,20,0.0,0.0,50.4,50.0,234.2,1.54,0.48,2022-12-13,36.4
BR-03999,Highway,Steel (A36),1980,44,75,Industrial New Jersey,Moderate,0.0809,6,0,157437,2619.0,450,250,6.9e-12,3.0,15.2,11.7,2528.4,0.66,0.24,2021-03-22,11.6
BR-04000,Railroad,Steel (A36),2007,17,60,Coastal California,Moderate,0.0563,8,0,37,813.0,450,250,6.9e-12,3.0,18.9,17.9,11.5,0.32,0.13,2022-01-14,6.9
BR-04001,Pedestrian,Prestressed Concrete,1998,26,75,Coastal Florida,Severe,0.037,9,0,9058,869.0,35,28,0.0,0.0,60.9,60.0,8.6,0.35,0.25,2021-07-12,5.8
BR-04002,Highway,Steel (A588 Weathering),1976,48,75,Coastal California,Moderate,0.0476,7,0,24487,871.0,485,345,5.2e-12,2.8,10.3,8.0,429.0,0.21,0.12,2020-04-11,2.5
BR-04003,Highway,Timber,2004,20,60,Rural Midwest,Mild,0.0191,8,0,47076,1306.0,8,5,0.0,0.0,35.1,34.7,343.7,0.31,0.18,2021-02-24,6.4
BR-04004,Local Road,Aluminium Alloy,1946,78,60,Industrial Ohio,Moderate,0.0268,7,0,938,957.0,310,275,5e-12,3.1,37.3,35.2,26.7,0.3,0.14,2022-09-05,6.7
BR-04005,Highway,Prestressed Concrete,2018,6,50,Coastal Texas,Severe,0.0682,9,0,32798,5721.0,35,28,0.0,0.0,51.7,51.3,71.8,2.18,0.75,2023-09-26,51.5
BR-04006,Local Road,Steel (A36),1978,46,60,Coastal Carolina,Severe,0.1169,5,0,1263,1396.0,450,250,6.9e-12,3.0,23.9,18.5,21.2,0.4,0.3,2022-06-01,4.5
BR-04007,Railroad,Composite Steel-Concrete,1975,49,100,Rural Mountain,Mild,0.0251,8,0,74,824.0,400,230,6.5e-12,3.0,55.5,54.3,66.2,0.16,0.08,2023-04-26,1.8
BR-04008,Local Road,Prestressed Concrete,1980,44,75,Rural Midwest,Mild,0.0174,8,0,2551,962.0,35,28,0.0,0.0,63.6,62.9,41.0,0.35,0.13,2021-10-27,6.4
BR-04009,Interstate,Reinforced Concrete,1993,31,75,Rural Mountain,Mild,0.0065,9,0,23149,2194.0,25,20,0.0,0.0,56.4,56.2,261.9,0.57,0.4,2023-09-05,10.6
BR-04010,Interstate,Reinforced Concrete,1963,61,60,Industrial Michigan,Moderate,0.0276,8,0,20561,4127.0,25,20,0.0,0.0,41.3,39.6,457.8,1.07,0.56,2021-11-17,14.1
BR-04011,Interstate,Steel (A36),1971,53,75,Pacific Northwest,Mild,0.0319,9,0,17573,3173.0,450,250,6.9e-12,3.0,23.9,22.2,339.9,0.51,0.28,2022-03-05,12.6
BR-04012,Interstate,Prestressed Concrete,1975,49,75,Urban Northeast,Moderate,0.0468,6,0,44802,1012.0,35,28,0.0,0.0,42.4,40.1,801.3,0.36,0.24,2022-06-24,4.4
BR-04013,Local Road,Reinforced Concrete,1951,73,75,Industrial Ohio,Moderate,0.0281,8,0,2919,1071.0,25,20,0.0,0.0,64.1,62.0,77.8,0.37,0.29,2022-03-04,6.0
BR-04014,Pedestrian,Reinforced Concrete,2012,12,50,Urban Northeast,Moderate,0.0334,9,0,11059,3018.0,25,20,0.0,0.0,43.2,42.8,4.8,0.59,0.29,2021-12-25,8.7
BR-04015,Highway,Prestressed Concrete,1960,64,100,Pacific Northwest,Mild,0.0251,8,0,6662,2360.0,35,28,0.0,0.0,42.9,41.3,155.6,0.69,0.35,2020-10-24,13.6
BR-04016,Interstate,Steel (A36),1978,46,100,Rural Mountain,Mild,0.0195,8,0,74180,3700.0,450,250,6.9e-12,3.0,24.8,23.9,1245.5,1.4,0.8,2020-02-10,13.6
BR-04017,Highway,Steel (A514 HY),1992,32,60,Coastal Florida,Severe,0.1149,6,0,12916,591.0,760,690,4.5e-12,3.2,12.3,8.7,150.9,0.17,0.12,2022-10-06,3.0
BR-04018,Railroad,Reinforced Concrete,1966,58,75,Coastal California,Moderate,0.04,7,0,85,1866.0,25,20,0.0,0.0,63.4,61.0,90.0,0.68,0.21,2023-08-21,11.7
BR-04019,Highway,Reinforced Concrete,1992,32,100,Coastal California,Moderate,0.0218,8,0,5969,3242.0,25,20,0.0,0.0,51.4,50.7,69.7,1.06,0.76,2021-09-01,11.5
BR-04020,Railroad,Steel (A36),1996,28,75,Urban Northeast,Moderate,0.0462,7,0,112,1394.0,450,250,6.9e-12,3.0,11.3,10.0,57.2,0.43,0.26,2020-01-17,4.6
BR-04021,Highway,Prestressed Concrete,1961,63,50,Coastal California,Moderate,0.0481,7,0,16825,1238.0,35,28,0.0,0.0,54.4,51.4,386.9,0.37,0.29,2022-08-23,8.8
BR-04022,Railroad,Timber,1950,74,60,Industrial New Jersey,Moderate,0.0579,5,0,56,2924.0,8,5,0.0,0.0,19.5,15.2,75.6,1.15,0.42,2021-11-05,11.3
BR-04023,Interstate,Reinforced Concrete,1966,58,60,Urban Northeast,Moderate,0.028,7,0,9517,2147.0,25,20,0.0,0.0,47.7,46.1,201.5,0.55,0.29,2023-07-07,8.0
BR-04024,Highway,Composite Steel-Concrete,1958,66,75,Industrial Ohio,Moderate,0.0578,6,0,50461,4454.0,400,230,6.5e-12,3.0,59.4,55.6,1215.6,1.18,0.87,2022-03-05,13.1
BR-04025,Interstate,Steel (A514 HY),2000,24,75,Rural Mountain,Mild,0.0299,8,0,48096,691.0,760,690,4.5e-12,3.2,24.7,24.0,421.3,0.11,0.07,2023-09-20,1.8
BR-04026,Interstate,Prestressed Concrete,1960,64,75,Industrial New Jersey,Moderate,0.0531,6,0,53498,6117.0,35,28,0.0,0.0,69.3,65.9,1249.7,1.84,0.84,2022-12-10,34.5
BR-04027,Interstate,Steel (A36),1955,69,50,Coastal Florida,Severe,0.1022,4,1,7506,1799.0,450,250,6.9e-12,3.0,12.6,5.6,189.0,0.32,0.13,2020-10-16,3.4
BR-04028,Interstate,Cast Iron,1971,53,100,Coastal California,Moderate,0.0171,8,0,14271,2275.0,200,130,1.2e-11,3.8,18.1,17.2,276.1,0.76,0.3,2022-01-06,14.0
BR-04029,Interstate,Steel (A588 Weathering),1987,37,100,Rural Mountain,Mild,0.0097,8,0,20479,444.0,485,345,5.2e-12,2.8,19.6,19.3,276.6,0.08,0.05,2022-10-26,1.8
BR-04030,Interstate,Steel (A588 Weathering),2012,12,75,Coastal Texas,Severe,0.0286,8,0,40350,563.0,485,345,5.2e-12,2.8,11.1,10.7,176.7,0.11,0.08,2023-06-09,1.7
BR-04031,Interstate,Steel (A588 Weathering),1961,63,60,Urban Midwest,Moderate,0.0181,8,0,27918,6409.0,485,345,5.2e-12,2.8,22.5,21.3,642.0,1.44,1.11,2020-08-26,29.7
BR-04032,Local Road,Steel (A36),1973,51,60,Coastal Texas,Severe,0.1038,5,0,1321,1745.0,450,250,6.9e-12,3.0,24.7,19.4,24.6,0.66,0.22,2021-01-11,14.2
BR-04033,Pedestrian,Steel (A36),1976,48,50,Coastal Carolina,Severe,0.0953,5,0,10659,1068.0,450,250,6.9e-12,3.0,22.1,17.5,18.7,0.2,0.07,2021-03-16,3.8
BR-04034,Interstate,Steel (A36),1985,39,100,Urban Midwest,Moderate,0.0528,7,0,53656,1539.0,450,250,6.9e-12,3.0,17.4,15.3,763.8,0.4,0.22,2020-10-21,4.2
BR-04035,Interstate,Reinforced Concrete,1950,74,60,Rural Midwest,Mild,0.0149,8,0,14055,976.0,25,20,0.0,0.0,59.3,58.2,379.6,0.39,0.3,2020-08-12,8.9
BR-04036,Local Road,Cast Iron,1967,57,100,Urban West,Mild,0.0106,9,0,4008,2418.0,200,130,1.2e-11,3.8,14.6,14.0,83.4,0.74,0.23,2023-09-03,8.5
BR-04037,Highway,Prestressed Concrete,1990,34,100,Coastal Texas,Severe,0.0641,7,0,39724,1464.0,35,28,0.0,0.0,45.1,42.9,493.0,0.33,0.12,2022-03-22,6.4
BR-04038,Pedestrian,Prestressed Concrete,1982,42,50,Coastal Florida,Severe,0.053,7,0,8877,1764.0,35,28,0.0,0.0,67.7,65.5,13.6,0.57,0.43,2021-12-03,13.3
BR-04039,Interstate,Prestressed Concrete,1967,57,100,Coastal Texas,Severe,0.0522,6,0,7324,782.0,35,28,0.0,0.0,42.7,39.7,152.4,0.19,0.11,2020-06-15,2.1
BR-04040,Pedestrian,Reinforced Concrete,1987,37,60,Rural Mountain,Mild,0.0063,9,0,498,989.0,25,20,0.0,0.0,60.3,60.0,0.7,0.15,0.07,2023-12-22,3.7
BR-04041,Interstate,Steel (A588 Weathering),1994,30,50,Urban Northeast,Moderate,0.0203,9,0,30059,1132.0,485,345,5.2e-12,2.8,19.7,19.1,329.1,0.36,0.26,2022-05-16,5.8
BR-04042,Interstate,Reinforced Concrete,1979,45,60,Urban West,Mild,0.0248,8,0,32897,1240.0,25,20,0.0,0.0,51.6,50.5,540.3,0.24,0.15,2023-04-17,3.3
