event_id,event_year,structure_type,material,location,corrosion_environment,age_at_event_years,corrosion_rate_mm_yr,failure_mode,severity,replacement_value_USD,repair_cost_USD,loss_ratio,detected_by,was_predicted,warning_lead_months,insurance_claim_filed,regulatory_action
FE-01561,2023,Bridge,Reinforced Concrete,Urban Midwest,Moderate,48,0.0533,Overload,Major,419095.0,310806.0,0.7416,Load test,0,0,1,1
FE-01562,2006,Bridge,Steel (A36),Industrial Ohio,Moderate,53,0.0682,Corrosion,Moderate,199691.0,30156.0,0.151,Public report,1,4,1,0
FE-01563,2011,Building,Reinforced Concrete,Coastal Carolina,Severe,36,0.1123,Creep,Moderate,3439099.0,668017.0,0.1942,Sensor alert,0,0,1,0
FE-01564,2022,Bridge,FRP Composite,Desert Southwest,Mild,40,0.0161,Corrosion,Moderate,745170.0,164733.0,0.2211,Routine inspection,0,0,1,0
FE-01565,2019,Building,Cast Iron,Industrial New Jersey,Moderate,51,0.0953,Corrosion,Major,3818708.0,1824237.0,0.4777,Routine inspection,0,0,1,0
FE-01566,2012,Pipeline,Cast Iron,Industrial Michigan,Moderate,69,0.0695,Fatigue crack,Minor,542194.0,32472.0,0.0599,Load test,0,0,1,0
FE-01567,2020,Pipeline,Reinforced Concrete,Coastal Texas,Severe,33,0.0929,Creep,Major,217827.0,110989.0,0.5095,Sensor alert,0,0,1,0
FE-01568,2023,Bridge,Steel (A36),Urban Midwest,Moderate,78,0.0534,Overload,Major,1693926.0,1038273.0,0.6129,Routine inspection,0,0,1,0
FE-01569,2017,Bridge,Steel (A514 HY),Urban Northeast,Moderate,60,0.0408,Corrosion,Minor,367445.0,20009.0,0.0545,Public report,1,14,0,0
FE-01570,2021,Building,Steel (A588 Weathering),Industrial Ohio,Moderate,48,0.0184,Creep,Moderate,1190434.0,145603.0,0.1223,Routine inspection,0,0,1,0
FE-01571,2013,Pipeline,Timber,Coastal Carolina,Severe,41,0.0518,Erosion,Major,1313156.0,331695.0,0.2526,Load test,0,0,1,1
FE-01572,2016,Bridge,Prestressed Concrete,Rural South,Mild,71,0.0548,Fatigue crack,Catastrophic,117862.0,155487.0,1.3192,Routine inspection,1,0,0,1
FE-01573,2006,Pipeline,Prestressed Concrete,Rural South,Mild,34,0.0354,Settlement,Catastrophic,732565.0,662597.0,0.9045,Emergency,0,0,0,1
FE-01574,2006,Power Plant,Steel (A588 Weathering),Pacific Northwest,Mild,41,0.0132,Settlement,Catastrophic,2336235.0,2362997.0,1.0115,Load test,0,0,0,0
FE-01575,2012,Building,Steel (A36),Industrial Ohio,Moderate,24,0.0636,Fatigue crack,Moderate,2937334.0,562059.0,0.1913,Public report,0,0,1,0
FE-01576,2023,Bridge,Steel (A36),Industrial New Jersey,Moderate,56,0.0576,Erosion,Major,5116080.0,1958100.0,0.3827,Load test,1,3,0,1
FE-01577,2009,Bridge,Reinforced Concrete,Coastal Carolina,Severe,38,0.0415,Creep,Moderate,2620707.0,354273.0,0.1352,Sensor alert,0,0,1,0
FE-01578,2015,Building,Reinforced Concrete,Urban Northeast,Moderate,57,0.0652,Brittle fracture,Minor,490477.0,22216.0,0.0453,Emergency,0,0,1,0
FE-01579,2011,Bridge,Reinforced Concrete,Pacific Northwest,Mild,31,0.0206,Buckling,Moderate,60851213.0,12056759.0,0.1981,Emergency,0,0,0,0
FE-01580,2023,Bridge,Steel (A588 Weathering),Rural Midwest,Mild,48,0.0114,Fatigue crack,Minor,1432357.0,95077.0,0.0664,Load test,0,0,1,0
FE-01581,2011,Power Plant,Steel (A36),Coastal Texas,Severe,61,0.0758,Fatigue crack,Major,1746429.0,1037658.0,0.5942,Sensor alert,0,0,1,1
FE-01582,2005,Pipeline,Reinforced Concrete,Rural South,Mild,33,0.0511,Corrosion,Major,5204872.0,2542256.0,0.4884,Routine inspection,0,0,0,0
FE-01583,2006,Pipeline,Reinforced Concrete,Rural Midwest,Mild,73,0.0436,Erosion,Moderate,784731.0,97441.0,0.1242,Routine inspection,0,0,1,0
FE-01584,2007,Pipeline,Reinforced Concrete,Coastal Florida,Severe,20,0.0564,Erosion,Minor,815800.0,57503.0,0.0705,Routine inspection,1,1,1,0
FE-01585,2022,Building,Prestressed Concrete,Urban Midwest,Moderate,28,0.0396,Creep,Major,2599188.0,666133.0,0.2563,Emergency,0,0,1,1
FE-01586,2010,Bridge,Reinforced Concrete,Coastal Texas,Severe,27,0.0573,Overload,Catastrophic,1477508.0,869835.0,0.5887,Emergency,1,2,1,0
FE-01587,2011,Bridge,Steel (A36),Rural Mountain,Mild,26,0.0112,Corrosion,Major,2309358.0,1442751.0,0.6247,Sensor alert,0,0,1,1
FE-01588,2011,Bridge,Steel (A588 Weathering),Industrial New Jersey,Moderate,47,0.0325,Creep,Minor,5422234.0,288737.0,0.0533,Routine inspection,0,0,1,0
FE-01589,2005,Bridge,Composite Steel-Concrete,Coastal Florida,Severe,25,0.1179,Corrosion,Moderate,959148.0,259868.0,0.2709,Sensor alert,0,0,1,0
FE-01590,2023,Power Plant,Prestressed Concrete,Rural Mountain,Mild,37,0.0198,Brittle fracture,Major,905715.0,389219.0,0.4297,Sensor alert,0,0,1,1
FE-01591,2011,Bridge,Steel (A36),Coastal California,Moderate,47,0.0368,Erosion,Catastrophic,1225424.0,1256850.0,1.0256,Routine inspection,0,0,0,1
FE-01592,2019,Building,Steel (A514 HY),Industrial Michigan,Moderate,42,0.0351,Fatigue crack,Major,2577616.0,791196.0,0.3069,Routine inspection,0,0,1,1
FE-01593,2020,Bridge,Steel (A514 HY),Coastal California,Moderate,32,0.036,Buckling,Minor,995233.0,49345.0,0.0496,Sensor alert,0,0,1,0
FE-01594,2023,Pipeline,Prestressed Concrete,Urban Northeast,Moderate,38,0.0684,Corrosion,Major,2340881.0,1051908.0,0.4494,Routine inspection,0,0,1,1
FE-01595,2006,Bridge,Prestressed Concrete,Urban Northeast,Moderate,28,0.0653,Erosion,Moderate,1227167.0,265618.0,0.2164,Routine inspection,0,0,0,0
FE-01596,2013,Bridge,Reinforced Concrete,Desert Southwest,Mild,37,0.0287,Fatigue crack,Moderate,2560421.0,593248.0,0.2317,Load test,0,0,1,0
FE-01597,2012,Bridge,Prestressed Concrete,Coastal California,Moderate,63,0.0767,Corrosion,Moderate,589181.0,79209.0,0.1344,Sensor alert,0,0,1,0
FE-01598,2006,Pipeline,Steel (A36),Pacific Northwest,Mild,52,0.0531,Fatigue crack,Moderate,1346459.0,390481.0,0.29,Emergency,0,0,1,0
FE-01599,2007,Bridge,Steel (A588 Weathering),Desert Southwest,Mild,77,0.0117,Buckling,Minor,411175.0,24782.0,0.0603,Routine inspection,0,0,1,0
FE-01600,2007,Pipeline,Prestressed Concrete,Industrial Ohio,Moderate,84,0.0424,Corrosion,Minor,1206557.0,77842.0,0.0645,Routine inspection,0,0,0,0
FE-01601,2018,Bridge,Steel (A36),Urban Northeast,Moderate,25,0.0597,Fatigue crack,Major,4651645.0,2720394.0,0.5848,Routine inspection,1,3,0,0
FE-01602,2013,Bridge,Prestressed Concrete,Urban Northeast,Moderate,24,0.0475,Fatigue crack,Minor,1215955.0,31262.0,0.0257,Routine inspection,0,0,0,0
FE-01603,2009,Building,Prestressed Concrete,Rural Mountain,Mild,56,0.0251,Fatigue crack,Moderate,6752795.0,1398794.0,0.2071,Public report,1,18,1,0
FE-01604,2013,Pipeline,Steel (A36),Industrial Ohio,Moderate,76,0.0553,Fatigue crack,Minor,614250.0,30536.0,0.0497,Sensor alert,1,18,1,0
FE-01605,2007,Bridge,Composite Steel-Concrete,Rural Mountain,Mild,53,0.0204,Fatigue crack,Moderate,604791.0,164318.0,0.2717,Emergency,1,33,1,0
FE-01606,2017,Power Plant,Steel (A588 Weathering),Rural South,Mild,66,0.0262,Fatigue crack,Minor,4277928.0,317582.0,0.0742,Public report,1,26,1,0
FE-01607,2017,Power Plant,Steel (A36),Industrial Michigan,Moderate,27,0.0661,Buckling,Major,2638158.0,746736.0,0.2831,Routine inspection,1,11,1,0
FE-01608,2011,Bridge,Cast Iron,Coastal Texas,Severe,13,0.0832,Fatigue crack,Major,592143.0,433334.0,0.7318,Sensor alert,0,0,0,0
FE-01609,2015,Bridge,Composite Steel-Concrete,Rural Midwest,Mild,47,0.0196,Creep,Moderate,398840.0,61576.0,0.1544,Routine inspection,0,0,1,0
FE-01610,2023,Bridge,Composite Steel-Concrete,Rural Midwest,Mild,43,0.0353,Overload,Minor,411918.0,29940.0,0.0727,Load test,0,0,1,0
FE-01611,2012,Pipeline,Steel (A36),Coastal Carolina,Severe,66,0.1043,Erosion,Moderate,875672.0,104433.0,0.1193,Routine inspection,0,0,1,0
FE-01612,2010,Bridge,Reinforced Concrete,Urban West,Mild,36,0.0475,Overload,Moderate,371900.0,41998.0,0.1129,Emergency,1,3,0,0
FE-01613,2022,Pipeline,Steel (A36),Urban Midwest,Moderate,54,0.0391,Fatigue crack,Major,2584769.0,1384811.0,0.5358,Routine inspection,1,3,1,1
FE-01614,2009,Pipeline,Steel (A36),Urban Northeast,Moderate,56,0.062,Corrosion,Minor,475532.0,13422.0,0.0282,Load test,0,0,0,0
FE-01615,2019,Building,Cast Iron,Pacific Northwest,Mild,21,0.0281,Corrosion,Catastrophic,436082.0,500058.0,1.1467,Public report,0,0,0,1
FE-01616,2007,Pipeline,Composite Steel-Concrete,Industrial Ohio,Moderate,47,0.0756,Overload,Catastrophic,2072644.0,1252245.0,0.6042,Emergency,0,0,0,0
FE-01617,2005,Bridge,Steel (A36),Urban Northeast,Moderate,31,0.0325,Settlement,Major,333792.0,182477.0,0.5467,Routine inspection,0,0,1,1
FE-01618,2011,Bridge,Stainless Steel 316L,Rural Mountain,Mild,27,0.0028,Corrosion,Moderate,2926866.0,693842.0,0.2371,Routine inspection,0,0,1,0
FE-01619,2014,Bridge,Reinforced Concrete,Industrial New Jersey,Moderate,57,0.0642,Settlement,Catastrophic,293213.0,374761.0,1.2781,Routine inspection,0,0,1,1
FE-01620,2016,Pipeline,Composite Steel-Concrete,Urban Northeast,Moderate,71,0.0753,Creep,Major,1657622.0,629125.0,0.3795,Routine inspection,0,0,0,1
FE-01621,2007,Pipeline,Steel (A36),Industrial New Jersey,Moderate,51,0.0457,Settlement,Minor,1117823.0,74431.0,0.0666,Sensor alert,0,0,0,0
FE-01622,2010,Pipeline,Reinforced Concrete,Desert Southwest,Mild,32,0.0256,Settlement,Minor,262357.0,19654.0,0.0749,Sensor alert,0,0,1,0
FE-01623,2022,Bridge,Composite Steel-Concrete,Coastal California,Moderate,21,0.0462,Corrosion,Major,5299428.0,1710383.0,0.3227,Routine inspection,1,37,1,1
FE-01624,2020,Pipeline,Steel (A588 Weathering),Coastal Florida,Severe,66,0.0669,Creep,Major,1849134.0,777525.0,0.4205,Public report,0,0,1,0
FE-01625,2013,Bridge,Steel (A36),Urban Northeast,Moderate,41,0.067,Fatigue crack,Minor,515849.0,26032.0,0.0505,Routine inspection,0,0,1,0
FE-01626,2021,Building,Prestressed Concrete,Desert Southwest,Mild,28,0.0163,Corrosion,Moderate,446455.0,112985.0,0.2531,Sensor alert,0,0,0,0
FE-01627,2013,Bridge,Composite Steel-Concrete,Coastal California,Moderate,29,0.0872,Corrosion,Minor,172465.0,8499.0,0.0493,Emergency,0,0,1,0
FE-01628,2012,Bridge,Prestressed Concrete,Industrial New Jersey,Moderate,68,0.0867,Corrosion,Moderate,1822412.0,288659.0,0.1584,Sensor alert,0,0,1,0
FE-01629,2006,Bridge,Prestressed Concrete,Coastal Texas,Severe,44,0.0685,Fatigue crack,Minor,514588.0,28919.0,0.0562,Emergency,1,5,1,0
FE-01630,2019,Building,Timber,Coastal Texas,Severe,55,0.0766,Overload,Moderate,432095.0,73548.0,0.1702,Sensor alert,0,0,1,0
FE-01631,2017,Building,Reinforced Concrete,Rural South,Mild,66,0.0501,Overload,Moderate,327100.0,51413.0,0.1572,Sensor alert,0,0,1,0
FE-01632,2012,Bridge,Reinforced Concrete,Urban Midwest,Moderate,59,0.056,Brittle fracture,Moderate,1208689.0,318297.0,0.2633,Routine inspection,0,0,1,0
FE-01633,2014,Bridge,Steel (A36),Rural South,Mild,33,0.0402,Corrosion,Moderate,5716722.0,1403150.0,0.2454,Emergency,0,0,1,0
FE-01634,2016,Building,Steel (A36),Coastal California,Moderate,92,0.1021,Buckling,Major,1217734.0,484114.0,0.3976,Public report,1,2,0,1
FE-01635,2007,Bridge,Steel (A588 Weathering),Urban Midwest,Moderate,42,0.0282,Brittle fracture,Major,1494264.0,960967.0,0.6431,Routine inspection,0,0,0,0
FE-01636,2008,Bridge,Steel (A514 HY),Coastal California,Moderate,38,0.0651,Corrosion,Moderate,1308767.0,380028.0,0.2904,Emergency,1,33,1,0
FE-01637,2023,Bridge,Prestressed Concrete,Coastal Carolina,Severe,51,0.0698,Fatigue crack,Moderate,7410668.0,1197054.0,0.1615,Routine inspection,1,4,1,0
FE-01638,2020,Bridge,Steel (A36),Coastal California,Moderate,37,0.0874,Creep,Minor,3749322.0,132986.0,0.0355,Routine inspection,1,30,1,0
FE-01639,2006,Building,Steel (A36),Coastal California,Moderate,52,0.0792,Buckling,Major,1220759.0,455997.0,0.3735,Sensor alert,1,2,0,0
FE-01640,2008,Power Plant,Reinforced Concrete,Industrial Ohio,Moderate,39,0.0826,Corrosion,Catastrophic,2245203.0,2662364.0,1.1858,Sensor alert,1,5,1,1
FE-01641,2016,Building,Prestressed Concrete,Coastal Florida,Severe,52,0.1311,Fatigue crack,Minor,757592.0,31102.0,0.0411,Emergency,0,0,1,0
FE-01642,2022,Pipeline,Reinforced Concrete,Coastal Carolina,Severe,32,0.0659,Corrosion,Minor,1527392.0,107260.0,0.0702,Emergency,0,0,1,0
FE-01643,2012,Power Plant,Stainless Steel 316L,Coastal Texas,Severe,41,0.0083,Creep,Minor,2685197.0,126696.0,0.0472,Routine inspection,1,3,1,0
FE-01644,2008,Bridge,Prestressed Concrete,Coastal California,Moderate,45,0.0747,Buckling,Moderate,418167.0,110864.0,0.2651,Routine inspection,0,0,0,0
FE-01645,2010,Pipeline,Prestressed Concrete,Industrial Michigan,Moderate,26,0.0694,Settlement,Minor,6347102.0,431016.0,0.0679,Emergency,0,0,0,0
FE-01646,2017,Pipeline,Steel (A36),Rural Mountain,Mild,38,0.0239,Fatigue crack,Minor,234361.0,12376.0,0.0528,Routine inspection,1,19,1,0
FE-01647,2014,Pipeline,Cast Iron,Coastal Florida,Severe,40,0.1135,Buckling,Moderate,4063463.0,672328.0,0.1655,Routine inspection,0,0,1,0
FE-01648,2007,Bridge,Prestressed Concrete,Desert Southwest,Mild,35,0.0161,Creep,Moderate,1173738.0,124062.0,0.1057,Load test,0,0,0,0
FE-01649,2018,Pipeline,Timber,Coastal Florida,Severe,31,0.0988,Fatigue crack,Major,915134.0,658181.0,0.7192,Emergency,1,12,1,0
FE-01650,2020,Bridge,Prestressed Concrete,Industrial Michigan,Moderate,60,0.0825,Erosion,Minor,3813227.0,255310.0,0.067,Public report,1,5,0,0
FE-01651,2018,Building,Prestressed Concrete,Urban Northeast,Moderate,21,0.0665,Corrosion,Moderate,276968.0,73129.0,0.264,Sensor alert,1,7,1,0
FE-01652,2010,Building,Prestressed Concrete,Industrial New Jersey,Moderate,27,0.0992,Buckling,Moderate,591768.0,175201.0,0.2961,Public report,1,1,1,0
FE-01653,2015,Bridge,Steel (A36),Urban Midwest,Moderate,47,0.044,Fatigue crack,Major,1578663.0,1084623.0,0.6871,Routine inspection,0,0,0,0
FE-01654,2022,Bridge,Steel (A36),Coastal Carolina,Severe,37,0.0617,Corrosion,Moderate,589911.0,132284.0,0.2242,Routine inspection,0,0,0,0
FE-01655,2017,Pipeline,Steel (A588 Weathering),Industrial New Jersey,Moderate,55,0.0423,Fatigue crack,Moderate,215193.0,60039.0,0.279,Emergency,1,0,0,0
FE-01656,2009,Building,Steel (A588 Weathering),Industrial Michigan,Moderate,48,0.0193,Creep,Major,2080777.0,1401276.0,0.6734,Sensor alert,0,0,0,0
FE-01657,2007,Bridge,Reinforced Concrete,Coastal Texas,Severe,44,0.0737,Corrosion,Minor,5488090.0,203909.0,0.0372,Routine inspection,0,0,1,0
FE-01658,2020,Bridge,Reinforced Concrete,Pacific Northwest,Mild,31,0.0341,Corrosion,Moderate,730025.0,210546.0,0.2884,Load test,1,11,1,0
FE-01659,2012,Power Plant,Cast Iron,Desert Southwest,Mild,49,0.0103,Overload,Major,2166373.0,1354061.0,0.625,Sensor alert,0,0,1,1
FE-01660,2009,Bridge,Prestressed Concrete,Rural South,Mild,66,0.047,Corrosion,Moderate,318394.0,53762.0,0.1689,Routine inspection,0,0,0,0
FE-01661,2022,Building,Steel (A36),Urban West,Mild,38,0.0433,Buckling,Catastrophic,814176.0,1133400.0,1.3921,Routine inspection,0,0,1,1
FE-01662,2012,Building,Steel (A36),Industrial Michigan,Moderate,32,0.0614,Fatigue crack,Minor,4395464.0,295443.0,0.0672,Sensor alert,0,0,1,0
FE-01663,2014,Bridge,Steel (A514 HY),Rural Midwest,Mild,25,0.045,Corrosion,Major,1426667.0,1033745.0,0.7246,Routine inspection,1,89,0,1
FE-01664,2016,Building,Prestressed Concrete,Urban West,Mild,28,0.0239,Buckling,Minor,1028319.0,39503.0,0.0384,Sensor alert,0,0,1,0
FE-01665,2015,Pipeline,Prestressed Concrete,Urban West,Mild,44,0.0216,Fatigue crack,Minor,297148.0,13614.0,0.0458,Public report,0,0,1,0
FE-01666,2013,Bridge,Steel (A36),Industrial Michigan,Moderate,28,0.0607,Buckling,Minor,1063420.0,68760.0,0.0647,Sensor alert,0,0,1,0
FE-01667,2015,Bridge,Reinforced Concrete,Industrial New Jersey,Moderate,33,0.0433,Corrosion,Catastrophic,738533.0,626776.0,0.8487,Public report,0,0,1,0
FE-01668,2017,Building,Prestressed Concrete,Desert Southwest,Mild,63,0.0156,Brittle fracture,Moderate,972841.0,199982.0,0.2056,Routine inspection,1,26,1,0
FE-01669,2020,Building,Prestressed Concrete,Coastal Carolina,Severe,14,0.0548,Settlement,Catastrophic,11938514.0,11829372.0,0.9909,Public report,0,0,0,0
FE-01670,2017,Bridge,Cast Iron,Desert Southwest,Mild,47,0.0215,Brittle fracture,Moderate,1161666.0,325044.0,0.2798,Public report,0,0,0,0
FE-01671,2023,Bridge,Prestressed Concrete,Urban Northeast,Moderate,66,0.052,Fatigue crack,Minor,1234125.0,53804.0,0.0436,Sensor alert,0,0,0,0
FE-01672,2017,Building,Prestressed Concrete,Industrial Ohio,Moderate,63,0.0889,Corrosion,Major,938457.0,571256.0,0.6087,Routine inspection,0,0,1,1
FE-01673,2022,Building,Prestressed Concrete,Industrial Michigan,Moderate,33,0.0545,Fatigue crack,Moderate,869455.0,108806.0,0.1251,Routine inspection,1,32,1,0
FE-01674,2019,Bridge,Steel (A36),Coastal Carolina,Severe,17,0.0408,Brittle fracture,Moderate,66380301.0,15470387.0,0.2331,Routine inspection,0,0,0,0
FE-01675,2012,Bridge,Reinforced Concrete,Industrial Michigan,Moderate,41,0.042,Creep,Major,577292.0,234754.0,0.4066,Sensor alert,0,0,1,1
FE-01676,2005,Bridge,Timber,Industrial New Jersey,Moderate,26,0.044,Buckling,Moderate,1377628.0,186295.0,0.1352,Sensor alert,0,0,1,0
FE-01677,2008,Building,Steel (A36),Industrial New Jersey,Moderate,38,0.0713,Brittle fracture,Moderate,2588934.0,711256.0,0.2747,Routine inspection,1,1,1,0
FE-01678,2016,Building,Prestressed Concrete,Industrial New Jersey,Moderate,41,0.0442,Overload,Moderate,73123.0,7901.0,0.1081,Sensor alert,0,0,1,0
FE-01679,2009,Bridge,Steel (A36),Rural South,Mild,60,0.0472,Corrosion,Minor,576342.0,17319.0,0.03,Emergency,0,0,1,0
FE-01680,2007,Pipeline,Steel (A36),Urban West,Mild,24,0.0301,Fatigue crack,Catastrophic,7708502.0,8040346.0,1.043,Load test,1,3,0,0
FE-01681,2005,Bridge,Steel (A36),Rural Midwest,Mild,42,0.0213,Fatigue crack,Moderate,433098.0,46467.0,0.1073,Routine inspection,0,0,0,0
FE-01682,2017,Building,Reinforced Concrete,Industrial Ohio,Moderate,19,0.0616,Corrosion,Major,1054481.0,329026.0,0.312,Routine inspection,0,0,1,1
FE-01683,2014,Bridge,FRP Composite,Coastal California,Moderate,43,0.0666,Brittle fracture,Catastrophic,1454316.0,1070653.0,0.7362,Emergency,0,0,1,0
FE-01684,2009,Bridge,Reinforced Concrete,Urban Midwest,Moderate,32,0.028,Fatigue crack,Minor,432099.0,20714.0,0.0479,Routine inspection,0,0,1,0
FE-01685,2022,Bridge,Timber,Coastal Carolina,Severe,46,0.0844,Fatigue crack,Minor,228072.0,16828.0,0.0738,Load test,1,4,1,0
FE-01686,2010,Bridge,Reinforced Concrete,Coastal Florida,Severe,28,0.1469,Corrosion,Minor,2308249.0,137859.0,0.0597,Sensor alert,0,0,1,0
FE-01687,2008,Building,Prestressed Concrete,Coastal Texas,Severe,79,0.0571,Fatigue crack,Moderate,759493.0,160842.0,0.2118,Sensor alert,0,0,1,0
FE-01688,2008,Bridge,Prestressed Concrete,Urban Northeast,Moderate,39,0.0818,Buckling,Minor,373971.0,24051.0,0.0643,Routine inspection,1,5,0,0
FE-01689,2022,Bridge,Steel (A514 HY),Industrial Ohio,Moderate,32,0.057,Settlement,Moderate,2382087.0,279132.0,0.1172,Sensor alert,0,0,1,0
FE-01690,2021,Bridge,Composite Steel-Concrete,Rural Midwest,Mild,33,0.0189,Fatigue crack,Major,307745.0,91056.0,0.2959,Load test,1,41,0,0
FE-01691,2019,Bridge,Steel (A36),Coastal California,Moderate,32,0.0429,Fatigue crack,Moderate,456941.0,90835.0,0.1988,Routine inspection,1,6,1,0
FE-01692,2021,Pipeline,Steel (A588 Weathering),Rural South,Mild,46,0.0134,Buckling,Moderate,2503544.0,399639.0,0.1596,Public report,1,2,1,0
FE-01693,2009,Building,Steel (A36),Rural Midwest,Mild,31,0.0428,Corrosion,Minor,618518.0,45429.0,0.0734,Routine inspection,0,0,1,0
FE-01694,2007,Pipeline,Reinforced Concrete,Urban Midwest,Moderate,59,0.0671,Overload,Moderate,476632.0,97195.0,0.2039,Public report,1,16,0,0
FE-01695,2015,Building,Reinforced Concrete,Rural Mountain,Mild,49,0.0205,Corrosion,Moderate,446947.0,116368.0,0.2604,Public report,1,0,0,0
FE-01696,2015,Bridge,Aluminium Alloy,Industrial Michigan,Moderate,76,0.0705,Overload,Minor,914814.0,38156.0,0.0417,Load test,0,0,1,0
FE-01697,2010,Bridge,Steel (A514 HY),Rural Midwest,Mild,42,0.0415,Fatigue crack,Catastrophic,1198794.0,1202725.0,1.0033,Routine inspection,1,10,0,1
FE-01698,2022,Bridge,Composite Steel-Concrete,Industrial Michigan,Moderate,54,0.0892,Buckling,Minor,1095098.0,82049.0,0.0749,Public report,1,8,1,0
FE-01699,2015,Bridge,Steel (A36),Rural Midwest,Mild,28,0.0384,Corrosion,Major,259410.0,102043.0,0.3934,Sensor alert,1,76,1,0
FE-01700,2006,Building,Steel (A36),Urban West,Mild,46,0.0573,Erosion,Moderate,2980558.0,429346.0,0.144,Sensor alert,0,0,1,0
FE-01701,2009,Bridge,Prestressed Concrete,Coastal Carolina,Severe,39,0.1105,Buckling,Moderate,5120856.0,673896.0,0.1316,Public report,1,0,1,0
FE-01702,2017,Bridge,Reinforced Concrete,Urban Northeast,Moderate,39,0.0454,Overload,Minor,796619.0,44835.0,0.0563,Routine inspection,0,0,0,0
FE-01703,2008,Bridge,Stainless Steel 316L,Coastal Florida,Severe,69,0.0206,Fatigue crack,Major,2678883.0,1572853.0,0.5871,Public report,1,33,1,1
FE-01704,2006,Bridge,Composite Steel-Concrete,Pacific Northwest,Mild,38,0.0485,Fatigue crack,Minor,1821215.0,84177.0,0.0462,Routine inspection,0,0,1,0
FE-01705,2012,Bridge,Reinforced Concrete,Coastal Florida,Severe,58,0.0765,Creep,Moderate,446581.0,101574.0,0.2274,Routine inspection,1,8,1,0
FE-01706,2022,Building,Prestressed Concrete,Pacific Northwest,Mild,26,0.0317,Buckling,Moderate,3469501.0,792030.0,0.2283,Sensor alert,0,0,0,0
FE-01707,2013,Bridge,Steel (A588 Weathering),Coastal Texas,Severe,26,0.0516,Settlement,Moderate,546321.0,151845.0,0.2779,Emergency,1,25,1,0
FE-01708,2020,Bridge,Steel (A588 Weathering),Rural South,Mild,26,0.0131,Fatigue crack,Major,742771.0,246496.0,0.3319,Routine inspection,0,0,0,0
FE-01709,2009,Bridge,Prestressed Concrete,Coastal Carolina,Severe,32,0.0839,Corrosion,Moderate,416783.0,80018.0,0.192,Routine inspection,0,0,1,0
FE-01710,2021,Building,Prestressed Concrete,Industrial Michigan,Moderate,31,0.0584,Fatigue crack,Major,888098.0,551340.0,0.6208,Routine inspection,0,0,1,1
FE-01711,2022,Bridge,Steel (A514 HY),Rural Midwest,Mild,64,0.0271,Brittle fracture,Major,534731.0,297947.0,0.5572,Public report,0,0,1,1
FE-01712,2010,Bridge,Stainless Steel 316L,Urban Northeast,Moderate,39,0.0087,Corrosion,Moderate,825124.0,153627.0,0.1862,Routine inspection,0,0,0,0
FE-01713,2023,Pipeline,Reinforced Concrete,Desert Southwest,Mild,70,0.0162,Creep,Minor,1563824.0,90837.0,0.0581,Routine inspection,0,0,0,0
FE-01714,2014,Bridge,Steel (A36),Urban West,Mild,58,0.0268,Corrosion,Major,334901.0,246927.0,0.7373,Routine inspection,0,0,1,1
FE-01715,2005,Power Plant,Prestressed Concrete,Urban West,Mild,39,0.0201,Corrosion,Moderate,321795.0,40879.0,0.127,Routine inspection,0,0,1,0
FE-01716,2012,Bridge,FRP Composite,Rural South,Mild,52,0.0576,Fatigue crack,Moderate,1147753.0,202344.0,0.1763,Sensor alert,1,4,1,0
FE-01717,2013,Building,Steel (A36),Coastal Carolina,Severe,40,0.0578,Buckling,Catastrophic,3029201.0,1564493.0,0.5165,Emergency,0,0,1,1
FE-01718,2009,Bridge,Steel (A588 Weathering),Coastal Florida,Severe,64,0.0688,Fatigue crack,Moderate,2007881.0,282515.0,0.1407,Sensor alert,1,43,0,0
FE-01719,2020,Bridge,Prestressed Concrete,Rural Mountain,Mild,49,0.0287,Brittle fracture,Major,1108864.0,553591.0,0.4992,Routine inspection,0,0,1,0
FE-01720,2019,Pipeline,Prestressed Concrete,Urban Northeast,Moderate,45,0.0625,Settlement,Catastrophic,1457755.0,2021169.0,1.3865,Sensor alert,0,0,0,1
FE-01721,2022,Building,Prestressed Concrete,Urban West,Mild,45,0.0424,Corrosion,Minor,1233205.0,36793.0,0.0298,Load test,0,0,1,0
FE-01722,2014,Bridge,Steel (A36),Urban Midwest,Moderate,45,0.0691,Settlement,Moderate,1271778.0,164491.0,0.1293,Sensor alert,0,0,1,0
FE-01723,2015,Pipeline,Steel (A36),Industrial Ohio,Moderate,62,0.0366,Buckling,Major,12156065.0,8159456.0,0.6712,Public report,1,27,1,1
FE-01724,2016,Bridge,Stainless Steel 316L,Coastal California,Moderate,39,0.0054,Creep,Major,488233.0,246240.0,0.5043,Sensor alert,0,0,1,1
FE-01725,2010,Building,Steel (A36),Urban Midwest,Moderate,51,0.0262,Corrosion,Minor,3740570.0,180020.0,0.0481,Emergency,0,0,1,0
FE-01726,2023,Building,Steel (A514 HY),Coastal Florida,Severe,50,0.11,Corrosion,Minor,2387295.0,115552.0,0.0484,Sensor alert,0,0,0,0
FE-01727,2023,Pipeline,Aluminium Alloy,Urban Northeast,Moderate,56,0.0808,Buckling,Major,1703653.0,562729.0,0.3303,Emergency,1,10,0,1
FE-01728,2020,Building,Composite Steel-Concrete,Urban West,Mild,34,0.0436,Corrosion,Minor,4385165.0,315590.0,0.072,Public report,0,0,1,0
