date,commodity,mqi,supply_disruption_prob,substitution_elasticity,green_premium_per_kg,carbon_intensity_virgin,carbon_intensity_recycled,herfindahl_index,mqi_5d_trend,mqi_21d_trend,mqi_63d_trend
2016-07-19,Iron_Ore,81.61,0.121,0.1395,0.08,1.74,0.3,0.1747,0.27,2.27,4.35
2016-07-20,Iron_Ore,81.69,0.12,0.1869,0.079,1.83,0.3,0.1845,0.03,2.27,3.93
2016-07-21,Iron_Ore,81.39,0.1206,0.1665,0.085,1.86,0.29,0.1798,-0.73,2.2,3.68
2016-07-22,Iron_Ore,81.74,0.124,0.1566,0.08,1.81,0.31,0.1733,-0.25,2.37,4.26
2016-07-25,Iron_Ore,81.03,0.1168,0.1311,0.079,1.82,0.3,0.1849,-0.02,2.29,3.48
2016-07-26,Iron_Ore,81.54,0.1112,0.1536,0.078,1.77,0.28,0.1738,-0.07,3.28,3.86
2016-07-27,Iron_Ore,81.89,0.1139,0.1524,0.081,1.85,0.3,0.1813,0.2,3.04,3.78
2016-07-28,Iron_Ore,81.28,0.1005,0.1494,0.078,1.85,0.31,0.1703,-0.11,2.66,1.73
2016-07-29,Iron_Ore,80.53,0.109,0.1576,0.081,1.88,0.3,0.1814,-1.21,2.38,1.09
2016-08-01,Iron_Ore,79.71,0.1023,0.1688,0.08,1.79,0.31,0.1763,-1.32,0.92,0.19
2016-08-02,Iron_Ore,79.53,0.1025,0.1437,0.082,1.66,0.31,0.1756,-2.01,1.02,-0.2
2016-08-03,Iron_Ore,79.68,0.1024,0.1468,0.078,1.78,0.29,0.1804,-2.21,0.22,0.51
2016-08-04,Iron_Ore,79.43,0.1015,0.0973,0.078,1.83,0.3,0.1796,-1.85,-0.33,0.37
2016-08-05,Iron_Ore,79.27,0.0932,0.1611,0.077,1.73,0.3,0.1815,-1.26,-1.0,0.74
2016-08-08,Iron_Ore,79.42,0.0976,0.1303,0.079,1.76,0.31,0.1759,-0.29,-1.86,1.0
2016-08-09,Iron_Ore,79.78,0.0996,0.1656,0.082,1.78,0.31,0.1813,0.25,-1.93,1.32
2016-08-10,Iron_Ore,79.68,0.1034,0.1819,0.078,1.76,0.33,0.1729,0.0,-1.66,0.94
2016-08-11,Iron_Ore,79.21,0.1023,0.1318,0.08,1.79,0.32,0.185,-0.22,-2.45,0.59
2016-08-12,Iron_Ore,79.56,0.1164,0.1225,0.073,1.78,0.31,0.1847,0.29,-2.56,0.75
2016-08-15,Iron_Ore,79.04,0.1248,0.1652,0.082,1.77,0.3,0.1804,-0.38,-2.95,-0.08
2016-08-16,Iron_Ore,78.35,0.1337,0.1565,0.08,1.81,0.29,0.1907,-1.43,-2.7,-0.11
2016-08-17,Iron_Ore,78.4,0.12,0.1496,0.078,1.79,0.29,0.1888,-1.28,-3.21,0.1
2016-08-18,Iron_Ore,78.15,0.1231,0.169,0.078,1.85,0.3,0.1726,-1.06,-3.54,0.43
2016-08-19,Iron_Ore,77.56,0.121,0.1568,0.08,1.8,0.31,0.1868,-2.0,-3.83,-1.15
2016-08-22,Iron_Ore,77.7,0.104,0.1397,0.083,1.83,0.3,0.1816,-1.34,-4.04,-0.95
2016-08-23,Iron_Ore,77.04,0.1133,0.195,0.081,1.83,0.29,0.1727,-1.31,-3.99,-1.57
2016-08-24,Iron_Ore,78.01,0.1144,0.1229,0.076,1.78,0.3,0.1759,-0.39,-3.53,-0.45
2016-08-25,Iron_Ore,78.07,0.1067,0.1368,0.078,1.84,0.3,0.1833,-0.08,-3.82,-0.24
2016-08-26,Iron_Ore,77.79,0.1,0.1534,0.078,1.79,0.3,0.183,0.23,-3.49,-1.45
2016-08-29,Iron_Ore,77.94,0.1063,0.1626,0.079,1.83,0.29,0.1737,0.24,-2.59,-1.61
2016-08-30,Iron_Ore,77.67,0.1103,0.1462,0.084,1.86,0.29,0.1782,0.63,-2.04,-1.82
2016-08-31,Iron_Ore,78.51,0.1222,0.1401,0.08,1.83,0.31,0.1783,0.5,-1.02,-0.69
2016-09-01,Iron_Ore,78.38,0.1236,0.1526,0.081,1.76,0.32,0.172,0.31,-1.3,-0.52
2016-09-02,Iron_Ore,79.77,0.1293,0.1428,0.077,1.82,0.31,0.1813,1.98,0.34,1.32
2016-09-05,Iron_Ore,79.23,0.1349,0.1374,0.084,1.84,0.3,0.1833,1.29,-0.04,0.62
2016-09-06,Iron_Ore,79.1,0.1325,0.1319,0.074,1.84,0.29,0.177,1.43,-0.32,0.42
2016-09-07,Iron_Ore,79.5,0.1356,0.1586,0.08,1.83,0.3,0.1787,0.99,-0.28,1.02
2016-09-08,Iron_Ore,79.42,0.1442,0.1496,0.077,1.77,0.31,0.1831,1.04,-0.26,0.1
2016-09-09,Iron_Ore,79.92,0.1452,0.1526,0.08,1.88,0.29,0.1758,0.15,0.71,0.3
2016-09-12,Iron_Ore,79.42,0.1334,0.1352,0.077,1.76,0.29,0.181,0.19,-0.14,0.02
2016-09-13,Iron_Ore,80.33,0.1151,0.1491,0.08,1.77,0.3,0.1804,1.23,1.29,0.69
2016-09-14,Iron_Ore,80.74,0.1225,0.1725,0.076,1.79,0.3,0.1843,1.24,2.39,1.55
2016-09-15,Iron_Ore,80.89,0.1271,0.1573,0.081,1.81,0.31,0.1798,1.47,2.49,1.55
2016-09-16,Iron_Ore,81.29,0.1251,0.1264,0.075,1.75,0.3,0.1823,1.37,3.14,1.87
2016-09-19,Iron_Ore,81.07,0.1303,0.1747,0.081,1.8,0.32,0.174,1.65,3.51,1.88
2016-09-20,Iron_Ore,81.34,0.1355,0.1351,0.079,1.81,0.31,0.1806,1.01,3.64,1.97
2016-09-21,Iron_Ore,80.96,0.1383,0.1402,0.081,1.78,0.3,0.1792,0.22,3.92,2.22
2016-09-22,Iron_Ore,80.65,0.1488,0.1332,0.078,1.81,0.3,0.1738,-0.24,2.64,2.39
2016-09-23,Iron_Ore,80.76,0.1555,0.136,0.081,1.78,0.3,0.1733,-0.53,2.69,1.91
2016-09-26,Iron_Ore,81.3,0.1691,0.0939,0.083,1.82,0.29,0.1781,0.23,3.51,2.68
2016-09-27,Iron_Ore,80.6,0.1824,0.1418,0.082,1.74,0.3,0.1814,-0.74,2.66,2.45
2016-09-28,Iron_Ore,80.76,0.19,0.1642,0.081,1.77,0.3,0.1936,-0.2,3.09,1.97
2016-09-29,Iron_Ore,81.19,0.1833,0.1646,0.078,1.82,0.28,0.1818,0.54,2.68,2.68
2016-09-30,Iron_Ore,82.13,0.1776,0.1432,0.078,1.8,0.29,0.1794,1.37,3.75,2.67
2016-10-03,Iron_Ore,82.26,0.186,0.169,0.081,1.82,0.29,0.1839,0.96,2.49,2.5
2016-10-04,Iron_Ore,83.11,0.1814,0.1612,0.081,1.76,0.31,0.1734,2.51,3.88,2.84
2016-10-05,Iron_Ore,83.1,0.1737,0.1449,0.081,1.79,0.31,0.1806,2.34,4.0,1.82
2016-10-06,Iron_Ore,82.82,0.1662,0.2032,0.078,1.82,0.3,0.1728,1.63,3.32,1.11
2016-10-07,Iron_Ore,83.0,0.1715,0.1295,0.076,1.71,0.3,0.1705,0.87,3.58,1.66
2016-10-10,Iron_Ore,84.33,0.159,0.1355,0.08,1.8,0.3,0.1816,2.07,4.41,2.67
2016-10-11,Iron_Ore,83.74,0.166,0.1649,0.077,1.84,0.28,0.1857,0.63,4.32,1.62
2016-10-12,Iron_Ore,83.55,0.1681,0.1409,0.079,1.81,0.29,0.1814,0.45,3.22,1.56
2016-10-13,Iron_Ore,84.36,0.1566,0.1371,0.077,1.82,0.3,0.1708,1.54,3.62,3.31
2016-10-14,Iron_Ore,85.06,0.1571,0.1319,0.078,1.75,0.3,0.1771,2.06,4.17,3.45
2016-10-17,Iron_Ore,85.9,0.1664,0.1402,0.078,1.84,0.28,0.1818,1.57,4.61,4.21
2016-10-18,Iron_Ore,84.47,0.1608,0.1596,0.079,1.85,0.29,0.1945,0.73,3.4,3.08
2016-10-19,Iron_Ore,84.45,0.1612,0.1709,0.075,1.83,0.28,0.1787,0.9,3.11,2.71
2016-10-20,Iron_Ore,84.79,0.1642,0.1221,0.08,1.81,0.3,0.1825,0.43,3.83,3.76
2016-10-21,Iron_Ore,85.23,0.1591,0.1668,0.079,1.81,0.3,0.1814,0.17,4.58,3.69
2016-10-24,Iron_Ore,85.27,0.1582,0.1617,0.082,1.82,0.3,0.1888,-0.63,4.51,3.38
2016-10-25,Iron_Ore,85.49,0.1603,0.1133,0.076,1.82,0.31,0.175,1.02,4.19,4.21
2016-10-26,Iron_Ore,85.15,0.1618,0.1792,0.081,1.82,0.29,0.1891,0.7,4.55,4.62
2016-10-27,Iron_Ore,85.22,0.1525,0.1368,0.078,1.79,0.29,0.1828,0.43,4.46,5.51
2016-10-28,Iron_Ore,85.3,0.1497,0.1522,0.08,1.71,0.3,0.1804,0.07,4.11,5.77
2016-10-31,Iron_Ore,84.82,0.1427,0.204,0.083,1.86,0.27,0.1887,-0.45,2.69,5.14
2016-11-01,Iron_Ore,83.85,0.1596,0.1602,0.075,1.79,0.31,0.1798,-1.64,1.59,4.42
2016-11-02,Iron_Ore,83.64,0.1466,0.1519,0.079,1.84,0.31,0.1845,-1.51,0.53,4.37
2016-11-03,Iron_Ore,84.2,0.1406,0.1136,0.081,1.84,0.3,0.1795,-1.02,1.1,4.78
2016-11-04,Iron_Ore,83.54,0.1321,0.1306,0.082,1.76,0.29,0.1715,-1.76,0.72,3.76
2016-11-07,Iron_Ore,83.48,0.1376,0.1602,0.078,1.86,0.3,0.178,-1.34,0.48,3.8
2016-11-08,Iron_Ore,84.09,0.1427,0.1426,0.078,1.78,0.3,0.1848,0.24,-0.24,4.88
2016-11-09,Iron_Ore,84.11,0.1468,0.1672,0.084,1.82,0.31,0.1792,0.47,0.37,4.55
2016-11-10,Iron_Ore,83.01,0.1479,0.1379,0.077,1.79,0.3,0.1749,-1.19,-0.54,3.97
2016-11-11,Iron_Ore,83.18,0.1374,0.1487,0.079,1.8,0.29,0.1798,-0.36,-1.18,4.83
2016-11-14,Iron_Ore,84.08,0.1374,0.1606,0.08,1.81,0.31,0.1839,0.6,-0.98,5.68
2016-11-15,Iron_Ore,84.08,0.142,0.159,0.079,1.81,0.31,0.1726,-0.01,-1.82,5.93
2016-11-16,Iron_Ore,84.12,0.1395,0.1011,0.081,1.8,0.29,0.1762,0.01,-0.35,6.56
2016-11-17,Iron_Ore,83.45,0.1334,0.1352,0.082,1.82,0.29,0.1803,0.44,-1.0,5.75
2016-11-18,Iron_Ore,83.31,0.1487,0.1677,0.08,1.82,0.31,0.1809,0.13,-1.48,6.27
2016-11-21,Iron_Ore,83.11,0.1504,0.1389,0.083,1.79,0.29,0.1686,-0.97,-2.12,5.1
2016-11-22,Iron_Ore,83.43,0.1649,0.1397,0.081,1.82,0.32,0.1847,-0.65,-1.84,5.36
2016-11-23,Iron_Ore,83.32,0.1679,0.1116,0.074,1.9,0.28,0.1787,-0.8,-2.17,5.53
2016-11-24,Iron_Ore,83.46,0.1553,0.1495,0.078,1.75,0.3,0.1801,0.01,-1.69,5.52
2016-11-25,Iron_Ore,82.82,0.1521,0.1697,0.082,1.79,0.3,0.1848,-0.49,-2.4,5.15
2016-11-28,Iron_Ore,83.31,0.1653,0.1374,0.079,1.8,0.3,0.1806,0.2,-1.99,4.8
2016-11-29,Iron_Ore,83.33,0.1644,0.1742,0.077,1.86,0.3,0.184,-0.1,-1.49,4.95
2016-11-30,Iron_Ore,83.28,0.155,0.1345,0.083,1.84,0.31,0.1815,-0.04,-0.57,3.51
2016-12-01,Iron_Ore,83.4,0.1612,0.1598,0.082,1.83,0.28,0.171,-0.06,-0.24,4.17
2016-12-02,Iron_Ore,84.2,0.1637,0.1854,0.082,1.75,0.3,0.1817,1.38,0.0,5.1
2016-12-05,Iron_Ore,84.15,0.1619,0.1111,0.084,1.78,0.29,0.1775,0.84,0.61,4.65
2016-12-06,Iron_Ore,83.94,0.1629,0.134,0.082,1.83,0.3,0.1799,0.61,0.46,4.52
2016-12-07,Iron_Ore,83.75,0.1621,0.1595,0.081,1.72,0.3,0.1788,0.47,-0.34,3.83
2016-12-08,Iron_Ore,84.08,0.1647,0.1273,0.081,1.86,0.29,0.1825,0.68,-0.03,4.66
2016-12-09,Iron_Ore,84.51,0.1748,0.1579,0.081,1.81,0.3,0.173,0.31,1.5,4.18
2016-12-12,Iron_Ore,84.21,0.1814,0.1412,0.082,1.71,0.31,0.1754,0.06,1.03,3.47
2016-12-13,Iron_Ore,83.12,0.1775,0.1475,0.084,1.82,0.3,0.1816,-0.82,-0.96,2.23
2016-12-14,Iron_Ore,83.35,0.1787,0.1384,0.082,1.72,0.31,0.1796,-0.4,-0.73,2.06
2016-12-15,Iron_Ore,83.6,0.184,0.113,0.08,1.82,0.3,0.1723,-0.48,-0.52,2.53
2016-12-16,Iron_Ore,83.22,0.1792,0.1903,0.079,1.81,0.3,0.1832,-1.29,-0.23,1.88
2016-12-19,Iron_Ore,83.32,0.1824,0.0965,0.084,1.8,0.31,0.1818,-0.89,0.01,2.36
2016-12-20,Iron_Ore,83.82,0.1761,0.1517,0.078,1.76,0.29,0.1841,0.7,0.71,3.17
2016-12-21,Iron_Ore,83.85,0.1856,0.1437,0.081,1.83,0.29,0.1808,0.5,0.42,3.09
2016-12-22,Iron_Ore,83.91,0.1941,0.1244,0.082,1.77,0.31,0.1828,0.31,0.59,2.61
2016-12-23,Iron_Ore,83.32,0.2021,0.1498,0.083,1.79,0.3,0.181,0.1,-0.14,2.72
2016-12-26,Iron_Ore,83.28,0.2053,0.1271,0.081,1.76,0.29,0.1757,-0.04,0.46,2.52
2016-12-27,Iron_Ore,83.28,0.1902,0.1673,0.082,1.81,0.3,0.1855,-0.54,-0.03,2.09
2016-12-28,Iron_Ore,83.27,0.1842,0.1702,0.079,1.8,0.3,0.1791,-0.58,-0.06,1.14
2016-12-29,Iron_Ore,83.85,0.1743,0.1439,0.081,1.77,0.29,0.1801,-0.06,0.57,1.59
2016-12-30,Iron_Ore,83.86,0.1668,0.1263,0.075,1.84,0.3,0.1778,0.54,0.46,0.75
2017-01-02,Iron_Ore,83.69,0.1716,0.0818,0.086,1.85,0.31,0.1779,0.41,-0.51,0.59
2017-01-03,Iron_Ore,83.3,0.1711,0.152,0.082,1.85,0.29,0.1753,0.02,-0.85,0.48
2017-01-04,Iron_Ore,82.97,0.174,0.1648,0.078,1.8,0.31,0.1708,-0.3,-0.97,-0.03
2017-01-05,Iron_Ore,83.3,0.1735,0.1303,0.08,1.81,0.31,0.171,-0.55,-0.45,-1.03
2017-01-06,Iron_Ore,82.53,0.176,0.1517,0.078,1.76,0.29,0.1776,-1.33,-1.55,-1.21
2017-01-09,Iron_Ore,82.02,0.1613,0.1432,0.08,1.75,0.29,0.173,-1.67,-2.49,-1.53
2017-01-10,Iron_Ore,81.42,0.1792,0.147,0.08,1.83,0.31,0.1817,-1.88,-2.79,-2.94
2017-01-11,Iron_Ore,81.3,0.1745,0.1463,0.081,1.79,0.29,0.1824,-1.67,-1.82,-3.76
2017-01-12,Iron_Ore,80.32,0.1819,0.175,0.079,1.76,0.29,0.1791,-2.98,-3.03,-5.58
2017-01-13,Iron_Ore,80.57,0.1691,0.1807,0.077,1.78,0.31,0.1819,-1.96,-3.03,-3.9
2017-01-16,Iron_Ore,80.56,0.1705,0.1706,0.086,1.81,0.3,0.1722,-1.46,-2.66,-3.89
2017-01-17,Iron_Ore,80.31,0.1618,0.1093,0.08,1.79,0.29,0.181,-1.11,-3.01,-4.48
2017-01-18,Iron_Ore,79.72,0.1496,0.1326,0.08,1.87,0.29,0.1749,-1.58,-4.1,-5.51
2017-01-19,Iron_Ore,79.6,0.1533,0.1838,0.083,1.84,0.29,0.1807,-0.72,-4.25,-5.67
2017-01-20,Iron_Ore,80.1,0.1681,0.1555,0.083,1.8,0.29,0.1809,-0.47,-3.81,-5.39
2017-01-23,Iron_Ore,78.86,0.1735,0.1309,0.08,1.81,0.31,0.1782,-1.7,-4.46,-6.29
2017-01-24,Iron_Ore,78.36,0.1671,0.1443,0.078,1.87,0.31,0.1743,-1.95,-4.92,-6.86
2017-01-25,Iron_Ore,78.19,0.1517,0.157,0.078,1.78,0.3,0.1779,-1.53,-5.09,-7.11
2017-01-26,Iron_Ore,78.51,0.1456,0.1451,0.078,1.8,0.29,0.1864,-1.09,-4.76,-6.31
2017-01-27,Iron_Ore,78.76,0.1423,0.1808,0.077,1.81,0.3,0.1754,-1.34,-5.09,-5.09
2017-01-30,Iron_Ore,78.98,0.135,0.1421,0.078,1.86,0.3,0.1854,0.12,-4.88,-4.66
2017-01-31,Iron_Ore,78.08,0.1403,0.1558,0.083,1.76,0.31,0.1827,-0.28,-5.61,-6.12
2017-02-01,Iron_Ore,78.34,0.1348,0.1677,0.082,1.79,0.31,0.1716,0.15,-4.96,-5.2
2017-02-02,Iron_Ore,78.88,0.1387,0.1592,0.076,1.78,0.3,0.1777,0.37,-4.09,-4.6
2017-02-03,Iron_Ore,80.19,0.1295,0.141,0.082,1.8,0.31,0.1814,1.43,-3.11,-3.9
2017-02-06,Iron_Ore,80.22,0.1261,0.1387,0.08,1.75,0.3,0.1777,1.24,-2.31,-3.89
2017-02-07,Iron_Ore,80.53,0.1276,0.144,0.084,1.86,0.3,0.184,2.45,-1.49,-2.48
2017-02-08,Iron_Ore,79.99,0.1224,0.0987,0.077,1.8,0.29,0.1743,1.65,-1.43,-3.19
2017-02-09,Iron_Ore,80.3,0.1156,0.1572,0.082,1.8,0.3,0.1803,1.42,-1.0,-3.78
2017-02-10,Iron_Ore,80.81,0.1111,0.1609,0.078,1.77,0.29,0.1777,0.62,0.49,-3.27
2017-02-13,Iron_Ore,80.95,0.1137,0.1261,0.075,1.78,0.3,0.1844,0.73,0.38,-3.17
2017-02-14,Iron_Ore,81.06,0.1088,0.1388,0.08,1.83,0.28,0.1844,0.53,0.5,-2.39
2017-02-15,Iron_Ore,81.08,0.1154,0.155,0.078,1.82,0.29,0.1874,1.09,0.77,-2.23
2017-02-16,Iron_Ore,81.31,0.1238,0.1416,0.083,1.85,0.3,0.1793,1.01,1.59,-1.8
2017-02-17,Iron_Ore,81.18,0.1301,0.1228,0.076,1.8,0.31,0.1743,0.37,1.58,-2.25
2017-02-20,Iron_Ore,81.69,0.1271,0.151,0.086,1.79,0.31,0.1804,0.74,1.59,-1.63
2017-02-21,Iron_Ore,81.95,0.1199,0.141,0.08,1.83,0.28,0.1748,0.89,3.09,-1.51
2017-02-22,Iron_Ore,82.25,0.113,0.135,0.082,1.81,0.29,0.1879,1.17,3.89,-0.57
2017-02-23,Iron_Ore,81.57,0.1162,0.1574,0.082,1.76,0.31,0.1826,0.26,3.38,-1.74
2017-02-24,Iron_Ore,81.34,0.1126,0.1541,0.076,1.84,0.31,0.1917,0.16,2.83,-1.99
2017-02-27,Iron_Ore,81.06,0.1185,0.1779,0.076,1.8,0.29,0.1783,-0.63,2.3,-2.22
2017-02-28,Iron_Ore,81.51,0.1324,0.1186,0.077,1.77,0.3,0.1731,-0.44,2.53,-1.89
2017-03-01,Iron_Ore,81.4,0.1377,0.1224,0.084,1.8,0.3,0.179,-0.85,3.32,-2.8
2017-03-02,Iron_Ore,80.91,0.1328,0.1356,0.081,1.88,0.3,0.1807,-0.66,2.57,-3.24
2017-03-03,Iron_Ore,81.51,0.1224,0.157,0.079,1.8,0.3,0.18,0.17,2.63,-2.43
2017-03-06,Iron_Ore,81.35,0.1258,0.159,0.083,1.83,0.31,0.1753,0.29,1.16,-2.4
2017-03-07,Iron_Ore,81.07,0.1174,0.1401,0.08,1.8,0.29,0.1778,-0.44,0.85,-3.01
2017-03-08,Iron_Ore,81.85,0.1049,0.1374,0.079,1.84,0.32,0.1833,0.45,1.32,-2.66
2017-03-09,Iron_Ore,81.47,0.0907,0.1461,0.082,1.77,0.32,0.1797,0.56,1.48,-2.74
2017-03-10,Iron_Ore,81.64,0.0851,0.1458,0.077,1.81,0.29,0.1824,0.13,1.34,-1.48
2017-03-13,Iron_Ore,80.9,0.08,0.1604,0.079,1.79,0.3,0.1823,-0.45,0.09,-2.45
2017-03-14,Iron_Ore,81.03,0.0803,0.1447,0.081,1.79,0.31,0.1742,-0.04,0.08,-2.57
2017-03-15,Iron_Ore,81.29,0.0816,0.1583,0.08,1.82,0.3,0.1697,-0.56,0.23,-1.93
2017-03-16,Iron_Ore,82.48,0.0846,0.149,0.079,1.83,0.3,0.1826,1.01,1.4,-0.84
2017-03-17,Iron_Ore,82.56,0.0783,0.1703,0.083,1.82,0.31,0.182,0.92,1.25,-1.26
2017-03-20,Iron_Ore,82.89,0.0634,0.1392,0.081,1.8,0.3,0.1797,1.99,1.71,-0.96
2017-03-21,Iron_Ore,83.23,0.0729,0.1283,0.079,1.75,0.31,0.1846,2.2,1.54,-0.68
2017-03-22,Iron_Ore,83.35,0.0637,0.1204,0.082,1.83,0.3,0.1738,2.06,1.4,0.03
2017-03-23,Iron_Ore,82.97,0.0726,0.1416,0.079,1.75,0.3,0.1857,0.49,0.72,-0.31
2017-03-24,Iron_Ore,83.45,0.0627,0.1767,0.078,1.8,0.3,0.1826,0.89,1.88,0.17
2017-03-27,Iron_Ore,83.94,0.0777,0.1426,0.081,1.81,0.3,0.1825,1.05,2.6,0.67
2017-03-28,Iron_Ore,84.33,0.0737,0.1455,0.082,1.82,0.31,0.1815,1.1,3.27,0.48
2017-03-29,Iron_Ore,84.68,0.0762,0.1481,0.08,1.84,0.3,0.182,1.33,3.17,0.82
2017-03-30,Iron_Ore,84.52,0.0686,0.0891,0.082,1.81,0.3,0.1852,1.55,3.12,0.83
2017-03-31,Iron_Ore,84.25,0.0623,0.144,0.08,1.71,0.3,0.1812,0.8,3.34,0.95
2017-04-03,Iron_Ore,84.38,0.0635,0.151,0.082,1.84,0.29,0.1784,0.44,2.87,1.41
2017-04-04,Iron_Ore,84.63,0.0594,0.175,0.078,1.81,0.31,0.178,0.3,3.28,1.33
2017-04-05,Iron_Ore,84.11,0.07,0.1452,0.079,1.76,0.3,0.1787,-0.57,3.04,1.58
2017-04-06,Iron_Ore,83.97,0.0626,0.1543,0.079,1.84,0.29,0.1813,-0.55,2.12,1.95
2017-04-07,Iron_Ore,84.36,0.0765,0.1512,0.08,1.8,0.29,0.173,0.11,2.89,2.94
2017-04-10,Iron_Ore,83.93,0.0598,0.1679,0.077,1.77,0.33,0.1809,-0.45,2.29,2.63
2017-04-11,Iron_Ore,83.92,0.0535,0.1245,0.078,1.8,0.31,0.1771,-0.71,3.02,3.6
2017-04-12,Iron_Ore,84.15,0.0497,0.1252,0.082,1.81,0.29,0.1878,0.04,3.12,3.58
2017-04-13,Iron_Ore,83.71,0.0432,0.1568,0.08,1.8,0.3,0.1846,-0.26,2.42,3.15
2017-04-14,Iron_Ore,84.18,0.0427,0.177,0.081,1.75,0.29,0.1767,-0.18,1.7,3.87
2017-04-17,Iron_Ore,83.64,0.0516,0.1364,0.079,1.8,0.3,0.1869,-0.29,1.08,3.92
2017-04-18,Iron_Ore,84.19,0.0508,0.1643,0.081,1.9,0.29,0.1811,0.27,1.3,4.59
2017-04-19,Iron_Ore,83.61,0.053,0.1515,0.08,1.83,0.31,0.1803,-0.54,0.38,3.51
2017-04-20,Iron_Ore,83.62,0.0576,0.145,0.081,1.86,0.32,0.1848,-0.09,0.27,4.76
2017-04-21,Iron_Ore,84.07,0.0632,0.119,0.084,1.86,0.29,0.1956,-0.11,1.1,5.71
2017-04-24,Iron_Ore,83.53,0.0596,0.1057,0.079,1.82,0.29,0.1759,-0.11,0.08,5.34
2017-04-25,Iron_Ore,82.93,0.062,0.105,0.078,1.85,0.3,0.1848,-1.26,-1.01,4.42
2017-04-26,Iron_Ore,82.71,0.0659,0.1162,0.08,1.79,0.3,0.1752,-0.9,-1.62,3.95
2017-04-27,Iron_Ore,82.48,0.0609,0.1456,0.085,1.81,0.31,0.1852,-1.14,-2.2,3.5
2017-04-28,Iron_Ore,82.91,0.06,0.1759,0.078,1.79,0.3,0.1763,-1.16,-1.61,4.83
2017-05-01,Iron_Ore,83.09,0.0692,0.1349,0.08,1.79,0.3,0.1757,-0.44,-1.16,4.75
2017-05-02,Iron_Ore,83.04,0.0666,0.1381,0.083,1.77,0.3,0.1741,0.11,-1.34,4.16
2017-05-03,Iron_Ore,83.21,0.0687,0.1614,0.078,1.83,0.31,0.1797,0.5,-1.42,3.02
2017-05-04,Iron_Ore,83.08,0.0583,0.1762,0.083,1.78,0.29,0.1748,0.6,-1.03,2.86
2017-05-05,Iron_Ore,83.46,0.0564,0.1604,0.079,1.8,0.29,0.1744,0.55,-0.51,2.93
2017-05-08,Iron_Ore,83.43,0.0611,0.1423,0.081,1.81,0.3,0.1802,0.34,-0.93,3.44
2017-05-09,Iron_Ore,83.46,0.0792,0.1212,0.078,1.84,0.29,0.1736,0.42,-0.47,3.16
2017-05-10,Iron_Ore,83.28,0.0824,0.1566,0.082,1.83,0.3,0.1785,0.07,-0.64,2.47
2017-05-11,Iron_Ore,83.44,0.0822,0.1645,0.083,1.75,0.3,0.1709,0.36,-0.71,2.49
2017-05-12,Iron_Ore,84.52,0.0882,0.1913,0.082,1.76,0.3,0.1776,1.06,0.81,3.46
2017-05-15,Iron_Ore,84.28,0.0781,0.1608,0.079,1.81,0.31,0.1773,0.85,0.1,3.2
2017-05-16,Iron_Ore,84.71,0.0775,0.1601,0.078,1.76,0.3,0.1864,1.25,1.07,3.4
2017-05-17,Iron_Ore,83.6,0.0761,0.1465,0.079,1.78,0.3,0.1842,0.32,-0.59,2.42
2017-05-18,Iron_Ore,83.49,0.069,0.1465,0.08,1.84,0.3,0.1873,0.05,-0.12,1.8
2017-05-19,Iron_Ore,82.68,0.0604,0.1334,0.078,1.85,0.3,0.1732,-1.84,-0.94,0.73
2017-05-22,Iron_Ore,82.9,0.0678,0.1585,0.082,1.75,0.31,0.1824,-1.38,-1.17,0.65
2017-05-23,Iron_Ore,82.57,0.0624,0.1688,0.081,1.74,0.31,0.1824,-2.14,-0.96,1.0
2017-05-24,Iron_Ore,82.07,0.0511,0.1509,0.08,1.8,0.32,0.1784,-1.53,-0.86,0.73
2017-05-25,Iron_Ore,81.96,0.041,0.1396,0.081,1.79,0.3,0.1738,-1.53,-0.75,0.9
2017-05-26,Iron_Ore,81.99,0.0409,0.1707,0.077,1.87,0.28,0.1796,-0.69,-0.49,0.48
2017-05-29,Iron_Ore,80.69,0.0465,0.1355,0.08,1.88,0.3,0.1833,-2.21,-2.22,-0.71
2017-05-30,Iron_Ore,81.27,0.0388,0.154,0.085,1.76,0.3,0.1802,-1.3,-1.82,0.36
2017-05-31,Iron_Ore,80.91,0.0511,0.1468,0.081,1.84,0.3,0.1807,-1.16,-2.13,-0.6
2017-06-01,Iron_Ore,80.65,0.0495,0.1527,0.081,1.73,0.29,0.1878,-1.31,-2.56,-0.7
2017-06-02,Iron_Ore,80.62,0.0555,0.1346,0.082,1.86,0.29,0.1813,-1.37,-2.46,-0.45
2017-06-05,Iron_Ore,80.55,0.0474,0.1527,0.08,1.74,0.31,0.1838,-0.14,-2.91,-1.3
2017-06-06,Iron_Ore,80.59,0.0519,0.1166,0.08,1.8,0.3,0.1902,-0.68,-2.84,-0.88
2017-06-07,Iron_Ore,80.13,0.0584,0.1372,0.082,1.84,0.3,0.1853,-0.78,-3.33,-1.51
2017-06-08,Iron_Ore,80.6,0.052,0.1622,0.08,1.78,0.29,0.1722,-0.05,-2.68,-0.3
2017-06-09,Iron_Ore,80.83,0.0608,0.154,0.081,1.78,0.3,0.18,0.21,-2.61,-0.2
2017-06-12,Iron_Ore,80.41,0.0707,0.1074,0.078,1.68,0.31,0.18,-0.14,-4.11,-0.88
