material_id,formula,n_elements,crystal_system,spacegroup_number,category,formation_energy_per_atom_eV,energy_above_hull_eV,band_gap_eV,is_metal,bulk_modulus_GPa,shear_modulus_GPa,poisson_ratio,density_g_cm3,nsites,volume_A3,melting_point_K,is_stable
mp-981053,Br3Os4,2,hexagonal,194,Sulfide,-0.4126,0.0756,1.147,0,27.47,6.82,0.3859,3.674,6,321.08,735.0,0
mp-879855,P,1,cubic,214,Metal,0.0,0.0013,0.0,1,160.81,124.11,0.1859,7.255,4,371.21,1188.0,1
mp-356123,Os2Mg2Ag2,3,hexagonal,188,Ceramic,-4.6959,0.032,2.656,0,111.32,53.24,0.2864,5.09,6,205.94,2318.0,1
mp-231598,Os2Cu3,2,hexagonal,174,Chalcogenide,-1.4346,0.0639,1.815,0,165.08,54.72,0.3534,4.667,6,343.59,1391.0,0
mp-857320,N3Ba4In3,3,triclinic,2,Ceramic,-2.3138,0.0374,2.161,0,2.0,1.44,0.2178,3.287,32,1605.04,2380.0,1
mp-280349,Se4Pb3V,3,cubic,225,Carbide,-1.8957,0.0278,0.077,0,331.62,174.57,0.2887,5.485,4,205.74,2828.0,1
mp-88232,Ga4Cu2,2,hexagonal,183,Oxide,-3.5711,0.0293,2.921,0,74.85,57.88,0.202,4.695,4,262.88,2451.0,1
mp-987250,Sn4Mo2Bi,3,cubic,225,Nitride,-1.5453,0.0981,0.064,0,235.7,118.51,0.288,5.508,4,157.85,867.0,0
mp-259417,V2Ni3,2,cubic,196,Chalcogenide,-1.1339,0.0013,0.475,0,79.65,39.45,0.2897,4.359,8,358.51,1429.0,1
mp-767251,TiO4,2,cubic,217,Carbide,-0.1126,0.066,0.534,0,289.25,173.35,0.2542,10.614,12,1119.14,2354.0,0
mp-109622,Ti4,1,cubic,230,Sulfide,-0.8905,0.0857,1.23,0,23.48,16.4,0.2034,4.315,4,126.79,1056.0,0
mp-65386,V3Te3Mo3Al4,4,tetragonal,115,Halide,-4.6504,0.0054,1.615,0,67.93,15.96,0.3933,6.956,4,402.88,1217.0,1
mp-443836,W4V,2,tetragonal,114,Metal,-1.4091,0.1858,0.0,1,54.24,32.46,0.2504,13.058,16,1774.53,2369.0,0
mp-659002,OsZnIn3Nb,4,tetragonal,134,Alloy,-0.0063,0.0646,0.0,1,121.78,62.25,0.2574,6.995,2,277.13,1039.0,0
mp-449807,Ru4SB4,3,orthorhombic,35,Carbide,-0.8222,0.0561,0.224,0,174.4,68.75,0.3306,2.126,16,379.53,3071.0,0
mp-676461,Pt2Ni2Hf4Ce4,4,tetragonal,86,Ceramic,-4.4236,0.0,10.026,0,66.34,32.19,0.288,4.148,4,284.77,1863.0,1
mp-209806,Y2H4B4Bi2,4,triclinic,1,Semiconductor,-0.9413,0.0786,2.835,0,112.25,62.89,0.2828,0.67,2,9.65,200.0,0
mp-477049,Se4Mg,2,tetragonal,75,Ceramic,-5.387,0.0645,7.557,0,225.25,130.57,0.2375,2.391,2,72.26,2031.0,0
mp-48626,Te2Pd4,2,cubic,202,Oxide,-4.5478,0.0118,5.175,0,176.57,115.11,0.2229,4.775,16,487.0,1578.0,1
mp-856065,Pd3Ca2K4,3,tetragonal,136,Halide,-3.9912,0.0625,3.779,0,117.39,83.72,0.2059,6.488,8,550.82,1407.0,0
mp-259413,OW3Cr2Pb3,4,cubic,217,Alloy,-1.4586,0.0651,0.0,1,74.77,45.09,0.236,4.524,6,184.29,200.0,0
mp-16134,GaCo4,2,triclinic,2,Metal,0.2935,0.1499,0.0,1,171.31,101.45,0.2661,7.79,8,872.27,1359.0,0
mp-75613,Mg,1,tetragonal,80,Chalcogenide,-1.3309,0.1278,2.08,0,105.44,49.77,0.2945,5.49,16,1295.77,850.0,0
mp-638311,Sc4Al2,2,cubic,219,Intermetallic,-0.3904,0.0174,0.0,1,61.85,31.84,0.2748,7.458,4,352.39,1795.0,1
mp-36905,Al2Mn2Hf3,3,trigonal,149,Nitride,-1.7637,0.1456,0.838,0,199.74,100.18,0.2789,2.852,6,206.9,745.0,0
mp-249691,Hf2Se3,2,monoclinic,4,Phosphide,-0.883,0.0177,0.013,0,96.58,49.65,0.2662,4.743,6,452.85,510.0,1
mp-295191,Ca4,1,hexagonal,190,Halide,-3.7153,0.0155,1.812,0,46.81,40.67,0.1662,1.364,2,21.03,1040.0,1
mp-788232,Ne4P3,2,cubic,196,Nitride,-0.5554,0.0424,0.327,0,346.25,141.63,0.3159,3.802,12,742.67,2227.0,1
mp-683313,Na3Ar,2,cubic,226,Oxide,-5.2109,0.0213,8.197,0,205.78,98.6,0.2902,1.918,8,148.38,2139.0,1
mp-183755,Ir2Re4As3,3,tetragonal,84,Semiconductor,-0.7946,0.1175,2.441,0,74.65,48.93,0.2363,6.852,4,392.49,1360.0,0
mp-914632,Ti2,1,tetragonal,142,Metal,0.0,0.0044,0.0,1,225.29,149.41,0.2228,5.072,6,356.39,1236.0,1
mp-698441,Sb4SnBr2,3,cubic,226,Silicate,-1.1083,0.1461,6.49,0,134.82,73.27,0.2823,5.097,8,471.32,1312.0,0
mp-808229,Ru4Ge2Mn4,3,monoclinic,9,Oxide,-2.449,0.0255,0.787,0,201.96,136.61,0.2309,5.741,8,426.9,1412.0,1
mp-835601,Mo4Pt4La2Ag,4,cubic,202,Nitride,-0.316,0.0307,1.435,0,346.67,178.56,0.2861,10.842,4,689.7,2156.0,1
mp-283092,K3Mo2,2,hexagonal,187,Ceramic,-0.7814,0.094,11.981,0,264.78,121.37,0.3086,6.097,16,1242.07,2412.0,0
mp-924042,Cu3Sn3,2,hexagonal,179,Intermetallic,-2.1544,0.0109,0.0,1,159.58,93.06,0.2538,10.056,6,810.0,1585.0,1
mp-979335,La2Mo4Be2,3,cubic,224,Nitride,-0.2565,0.0177,0.07,0,396.37,101.83,0.3823,6.958,8,852.45,1002.0,1
mp-772009,BiFO,3,cubic,208,Ceramic,-3.0162,0.0317,3.994,0,97.47,41.53,0.2959,3.924,16,653.65,2405.0,1
mp-272317,C2Br3,2,cubic,205,Chalcogenide,0.1134,0.0941,2.431,0,74.22,37.56,0.2744,3.985,6,170.37,2208.0,0
mp-902733,PdRu3,2,cubic,206,Nitride,-0.9285,0.2425,0.954,0,269.13,126.74,0.3005,3.144,12,421.49,1522.0,0
mp-432977,Ni4,1,tetragonal,134,Oxide,-2.2717,0.0048,4.354,0,206.3,131.93,0.2305,6.475,4,278.01,2118.0,1
mp-74140,C3W4Cd,3,monoclinic,10,Chalcogenide,-2.0354,0.0076,1.128,0,164.62,87.09,0.264,3.952,8,191.43,917.0,1
mp-973393,W4O4,2,orthorhombic,50,Silicate,-4.332,0.018,7.363,0,4.47,3.84,0.1706,1.779,24,714.31,1633.0,1
mp-295704,Co3Ag3Zn3,3,orthorhombic,36,Semiconductor,-0.4902,0.179,1.343,0,60.82,17.95,0.3662,3.292,16,489.12,689.0,0
mp-70594,S2Ca3,2,cubic,217,Chalcogenide,-0.7485,0.136,0.974,0,51.44,23.78,0.3049,4.529,12,674.91,1433.0,0
mp-306576,Ga2Br2K4,3,cubic,211,Nitride,-1.4242,0.2529,0.056,0,376.66,159.19,0.3059,10.284,8,1104.76,1090.0,0
mp-119199,PbP,2,trigonal,167,Ceramic,-4.4263,0.0051,7.035,0,65.86,34.38,0.2933,3.91,32,1440.66,2143.0,1
mp-710888,Li3Sr3,2,tetragonal,101,Oxide,-3.7051,0.0201,7.803,0,106.71,22.67,0.403,8.722,24,2798.1,1319.0,1
mp-514997,Y2Bi2,2,cubic,206,Ceramic,-4.2971,0.0043,6.053,0,154.26,71.25,0.3014,7.162,6,573.4,2756.0,1
mp-484345,Cu3As4,2,orthorhombic,24,Oxide,-5.1724,0.0167,7.138,0,292.39,134.79,0.3142,5.016,16,794.49,2434.0,1
mp-974307,Al3S,2,cubic,214,Perovskite,-4.3743,0.0017,1.918,0,86.19,56.37,0.2402,4.912,4,246.27,397.0,1
mp-238052,Ba3Cd2,2,orthorhombic,62,Metal,1.0784,0.0224,0.0,1,93.47,56.69,0.2632,8.324,4,466.29,1586.0,1
mp-678114,Sc4Fe2,2,orthorhombic,73,Metal,-1.1799,0.0012,0.0,1,47.75,13.98,0.377,12.85,8,1276.91,383.0,1
mp-397550,Al2Ni3Sc3Cu4,4,trigonal,150,Ceramic,-4.0372,0.0127,8.942,0,6.72,2.91,0.3119,1.716,6,126.63,2807.0,1
mp-933505,Li3La3,2,orthorhombic,39,Oxide,-3.0888,0.007,6.208,0,174.09,94.5,0.279,3.781,12,544.61,1461.0,1
mp-625437,Ta4N3Be2,3,cubic,197,Perovskite,-2.8263,0.0055,0.982,0,2.0,1.07,0.2652,5.252,4,162.83,523.0,1
mp-472290,Sb3CuOsMn2,4,cubic,223,Semiconductor,-1.047,0.0025,1.818,0,89.48,91.48,0.106,3.629,16,679.58,1561.0,1
mp-590317,Ar4Os3,2,hexagonal,172,Semiconductor,-1.3141,0.1937,2.083,0,102.09,93.59,0.1719,0.515,8,45.72,1350.0,0
mp-856003,SeNi3Ce,3,triclinic,1,Metal,-1.0392,0.0656,0.0,1,114.16,33.73,0.3694,2.008,12,206.98,2081.0,0
mp-447508,Al3Te4Ta2Ru3,4,tetragonal,107,Nitride,-0.785,0.2514,0.075,0,181.31,64.39,0.3286,2.013,8,188.15,1411.0,0
mp-459453,Zr3Sn2,2,monoclinic,6,Metal,-1.5811,0.1436,0.0,1,169.44,82.17,0.2912,7.043,32,3758.52,2044.0,0
mp-116515,Cl4Co,2,hexagonal,168,Metal,-0.9354,0.1889,0.0,1,116.47,66.34,0.2649,2.516,4,73.92,1625.0,0
mp-673074,Te2Be4Bi4,3,trigonal,153,Metal,-0.7631,0.0209,0.0,1,166.81,39.65,0.3861,8.235,6,519.0,1926.0,1
mp-820108,Re2Sb2Te,3,tetragonal,122,Metal,-1.238,0.0135,0.0,1,126.03,52.63,0.3049,8.362,16,1344.62,552.0,1
mp-930341,Ba4WIr4,3,hexagonal,187,Metal,-1.1359,0.3026,0.0,1,126.07,83.89,0.226,7.133,6,481.68,1802.0,0
mp-430412,Sb4Mg3,2,orthorhombic,70,Silicate,-3.2205,0.0002,5.546,0,64.58,21.4,0.3499,1.84,4,116.42,200.0,1
mp-370184,Nb2S3,2,trigonal,147,Semiconductor,0.9159,0.1094,2.604,0,95.58,49.91,0.2729,6.337,8,765.79,789.0,0
mp-339649,HeMg3,2,triclinic,2,Boride,0.1276,0.0326,1.161,0,336.61,84.51,0.3861,5.98,6,354.7,1846.0,1
mp-663461,Pd4As2,2,orthorhombic,54,Ceramic,-1.1377,0.1817,4.382,0,167.96,125.26,0.2073,3.093,8,278.44,2614.0,0
mp-578175,BeTe,2,orthorhombic,36,Silicate,-3.5067,0.0262,7.203,0,112.92,60.28,0.2749,6.608,6,437.97,384.0,1
mp-822059,Sb2,1,orthorhombic,60,Oxide,-3.2948,0.0111,6.263,0,43.46,15.06,0.3238,7.246,12,1157.71,2181.0,1
mp-537677,Ti2Sb3Zr2,3,orthorhombic,38,Carbide,-1.6042,0.0406,0.623,0,316.59,177.2,0.245,1.505,8,145.84,2019.0,1
mp-763952,B4Nb2,2,cubic,218,Halide,-2.9799,0.025,5.061,0,112.44,52.21,0.3049,6.42,8,645.32,1443.0,1
mp-837012,Rh4YNb4,3,monoclinic,9,Perovskite,-2.9807,0.0022,1.544,0,30.57,19.21,0.2325,4.017,4,199.39,1259.0,1
mp-141253,Br2CTi3Li4,4,cubic,195,Intermetallic,-1.4546,0.0273,0.0,1,161.53,66.37,0.3182,8.256,2,217.67,1432.0,1
mp-814532,Hf3Na2,2,orthorhombic,67,Semiconductor,-1.0295,0.1135,1.862,0,81.02,50.57,0.2407,2.333,4,116.19,468.0,0
mp-964151,Si2Hf4,2,tetragonal,86,Intermetallic,-0.5346,0.0385,0.0,1,114.91,70.44,0.2376,8.396,2,182.95,1995.0,1
mp-650901,Si4Cd3,2,cubic,203,Carbide,-1.281,0.0233,0.461,0,183.07,79.16,0.3038,8.128,4,405.47,2158.0,1
mp-992185,C2N2MnCr3,4,cubic,223,Silicate,-1.9494,0.1194,4.979,0,85.93,39.65,0.3046,5.129,32,1110.34,1349.0,0
mp-467441,P4N4As4,3,hexagonal,172,Ceramic,-0.7576,0.0437,3.192,0,102.98,48.24,0.2964,6.467,2,171.23,2387.0,1
mp-425886,Te2K,2,orthorhombic,44,Nitride,-0.922,0.0246,0.659,0,162.17,59.44,0.3367,4.868,12,937.74,2103.0,1
mp-477529,Ni3Co,2,cubic,196,Metal,-1.1758,0.027,0.0,1,191.21,117.45,0.2596,10.146,8,825.75,1174.0,1
mp-814628,Ni,1,hexagonal,176,Metal,0.0,0.0598,0.0,1,179.93,118.01,0.2417,6.766,6,406.34,1295.0,0
mp-239898,Zn2Fe,2,hexagonal,169,Ceramic,-3.5807,0.0179,3.817,0,77.67,49.26,0.223,5.612,24,2057.07,2338.0,1
mp-335538,Y3Se3,2,cubic,211,Oxide,-5.0508,0.0134,7.593,0,132.78,66.32,0.2998,3.08,6,299.01,2839.0,1
mp-541122,Se4,1,hexagonal,175,Oxide,-4.1138,0.0141,6.867,0,108.99,92.11,0.1733,3.362,16,897.36,2400.0,1
mp-8552,Al3Ce2,2,tetragonal,131,Halide,-1.0184,0.065,4.784,0,135.43,60.95,0.3069,4.799,4,290.04,447.0,0
mp-228627,BGa2,2,cubic,201,Sulfide,-1.9944,0.1982,1.463,0,60.2,32.14,0.2688,6.789,12,1212.81,513.0,0
mp-828235,C4,1,cubic,214,Semiconductor,-2.3302,0.0062,1.243,0,116.72,62.03,0.273,1.826,2,56.37,451.0,1
mp-478375,Hf2La3,2,cubic,209,Perovskite,-5.1646,0.0217,1.687,0,125.69,37.42,0.3681,4.744,12,636.26,1450.0,1
mp-939521,Cr2Mn2,2,orthorhombic,42,Perovskite,-3.6952,0.0114,2.3,0,49.13,38.89,0.1885,2.424,2,49.83,2162.0,1
mp-992260,Hf4Bi,2,hexagonal,173,Sulfide,-1.2996,0.0458,0.253,0,166.67,75.45,0.3066,7.66,8,999.37,828.0,1
mp-257920,OsAr4,2,orthorhombic,23,Metal,-0.4276,0.014,0.0,1,69.23,55.28,0.1715,5.984,12,418.55,1411.0,1
mp-46320,Sc2P2,2,cubic,211,Chalcogenide,-0.554,0.0255,1.276,0,122.3,68.77,0.2774,1.933,32,745.8,879.0,1
mp-319681,IrOs,2,hexagonal,186,Carbide,-1.0561,0.1302,0.236,0,259.55,76.57,0.3555,6.11,6,242.87,1971.0,0
mp-910772,Ar4Y4Co,3,hexagonal,192,Alloy,-1.5414,0.1595,0.0,1,30.92,11.91,0.3336,3.603,4,162.86,2646.0,0
mp-767016,Sr3Ti4,2,cubic,220,Nitride,-1.2464,0.1157,0.83,0,256.38,86.26,0.3442,4.414,6,282.57,1494.0,0
mp-407554,Cl3Ta,2,orthorhombic,36,Metal,-0.0999,0.0133,0.0,1,206.52,125.61,0.2545,13.737,2,250.26,1054.0,1
mp-64684,Cl4PtCu3,3,tetragonal,95,Sulfide,-0.8026,0.0605,0.352,0,88.02,57.28,0.234,5.324,8,690.43,1879.0,0
mp-545861,Hf2Ti3,2,cubic,211,Phosphide,-0.1844,0.0915,0.37,0,96.66,47.88,0.2724,5.819,2,131.56,939.0,0
mp-128482,Zn2Bi3,2,hexagonal,169,Metal,-0.7267,0.0732,0.0,1,223.9,179.87,0.193,4.642,6,342.43,237.0,0
mp-951815,N3B3,2,tetragonal,105,Ceramic,-1.2122,0.1462,2.224,0,233.1,197.67,0.1667,4.629,4,124.26,2155.0,0
mp-393620,HSe4,2,trigonal,156,Intermetallic,-0.913,0.0284,0.0,1,209.46,165.63,0.2038,7.999,6,434.52,487.0,1
mp-373410,As3SFe3,3,orthorhombic,44,Carbide,-1.221,0.0171,4.149,0,229.52,87.86,0.3174,5.206,4,265.69,2603.0,1
mp-22501,CNi,2,monoclinic,10,Alloy,-0.3627,0.0365,0.0,1,89.05,45.84,0.2699,6.235,4,387.3,2926.0,1
mp-392813,P,1,hexagonal,175,Boride,0.0392,0.1546,0.497,0,238.6,131.07,0.2671,6.962,8,880.56,1319.0,0
mp-250616,Zr2,1,cubic,207,Oxide,-3.6973,0.036,5.875,0,247.13,46.85,0.4058,4.637,2,144.67,1536.0,1
mp-697095,F3PdAr2,3,cubic,223,Sulfide,-0.6604,0.0293,2.314,0,80.76,42.34,0.2839,1.948,2,53.33,1055.0,1
mp-331109,Cr4Na,2,monoclinic,4,Semiconductor,-1.8639,0.0511,0.169,0,2.0,0.94,0.297,3.965,6,263.6,832.0,0
mp-351859,Ti2Mo3,2,orthorhombic,36,Semiconductor,-1.4495,0.0099,0.671,0,55.74,37.86,0.217,3.334,12,603.8,413.0,1
mp-968921,Mo3AlIn2,3,cubic,222,Carbide,-0.9744,0.0731,2.181,0,328.88,333.38,0.1314,7.447,8,596.97,2802.0,0
mp-506497,S,1,cubic,198,Oxide,-3.8711,0.0002,2.776,0,172.97,76.09,0.3171,4.818,4,264.79,1934.0,1
mp-100839,Re2Cr3F,3,cubic,212,Metal,-1.6847,0.2468,0.0,1,112.63,31.7,0.3748,6.62,16,1005.99,1490.0,0
mp-881970,K2SbCd4,3,trigonal,143,Oxide,-5.3879,0.0204,4.043,0,18.07,4.57,0.3867,6.049,6,500.07,2201.0,1
mp-767560,WV3Zn2He,4,hexagonal,169,Alloy,-0.6139,0.2037,0.0,1,140.16,78.79,0.2655,13.223,16,1372.66,1822.0,0
mp-111137,SnSr3,2,orthorhombic,23,Nitride,0.3924,0.1931,0.836,0,266.32,105.98,0.322,3.344,8,305.62,729.0,0
mp-742309,Ta4Ce2,2,tetragonal,120,Metal,1.0086,0.1142,0.0,1,104.44,35.81,0.3364,5.256,8,461.02,2114.0,0
mp-253068,Mg3Cl2,2,tetragonal,128,Silicate,-3.2556,0.0465,0.5,0,29.69,13.52,0.2996,8.891,6,567.72,651.0,1
mp-780166,CuCa2Ga,3,hexagonal,193,Metal,0.0368,0.0223,0.0,1,69.36,49.04,0.2197,11.532,24,3271.41,1482.0,1
mp-740285,Re4LaMo3Sn2,4,tetragonal,78,Silicate,-2.4857,0.0079,6.596,0,102.88,42.58,0.3289,2.737,6,36.49,1466.0,1
mp-954772,Mg4Ce,2,trigonal,152,Boride,-2.3867,0.0004,2.611,0,233.25,143.3,0.2483,3.825,8,196.88,1198.0,1
mp-130018,Ag3,1,hexagonal,182,Metal,0.0,0.2115,0.0,1,103.19,59.7,0.2539,3.257,6,248.22,2621.0,0
mp-241019,Cd3K2,2,hexagonal,194,Oxide,-4.307,0.0081,2.745,0,259.1,137.27,0.2718,1.196,8,60.14,2662.0,1
mp-586073,Pt3Na,2,tetragonal,135,Carbide,0.5842,0.0417,0.34,0,315.23,156.15,0.2781,7.18,12,1360.54,2294.0,1
mp-265478,Cd3H4Al,3,orthorhombic,48,Intermetallic,0.4519,0.1064,0.0,1,122.07,64.11,0.2839,8.514,8,427.53,683.0,0
mp-227692,Pt3ZrZn3,3,cubic,205,Oxide,-2.7056,0.0121,3.2,0,197.63,127.93,0.2448,4.276,2,104.66,1358.0,1
mp-588447,Mn4Te4Sr4,3,cubic,225,Nitride,-0.5262,0.0145,1.67,0,365.99,201.63,0.2676,12.107,6,1205.08,493.0,1
mp-966359,B4Ce3,2,cubic,214,Metal,-2.1243,0.022,0.0,1,121.87,92.74,0.2181,5.712,6,280.22,2036.0,1
mp-468628,Be3Ag3Y,3,cubic,212,Perovskite,-3.614,0.034,0.828,0,113.95,47.86,0.3141,3.479,24,1291.0,1658.0,1
mp-598832,Mn3P4,2,orthorhombic,57,Metal,-1.4169,0.0419,0.0,1,177.87,134.25,0.2132,9.787,2,309.2,2192.0,1
mp-991368,Hf4La3Fe4Mo,4,cubic,208,Semiconductor,-1.5827,0.0703,2.146,0,2.0,1.37,0.2074,5.508,8,700.18,874.0,0
mp-121369,Fe2C4Pt2,3,cubic,196,Oxide,-5.0737,0.0175,10.804,0,323.64,176.07,0.2753,4.906,4,228.03,1844.0,1
mp-882445,Al2K2,2,hexagonal,174,Oxide,-3.3633,0.0423,6.089,0,319.08,132.24,0.313,5.377,6,230.06,2204.0,1
mp-510341,Nb2Pt3,2,trigonal,152,Sulfide,-1.9439,0.0179,0.329,0,41.03,15.33,0.3363,4.613,8,377.19,1497.0,1
mp-662349,Ag4Ce,2,hexagonal,172,Carbide,-0.7323,0.0179,1.943,0,273.2,157.46,0.2481,4.611,8,256.58,1604.0,1
mp-471987,ScPb2As4,3,trigonal,162,Intermetallic,-0.377,0.0868,0.0,1,284.03,141.16,0.3002,8.284,16,1584.75,1050.0,0
mp-694866,La4O2Re4,3,cubic,215,Nitride,-2.6775,0.0646,0.011,0,364.14,212.93,0.2565,4.955,8,469.2,1734.0,0
mp-221080,Ir4Ni2,2,cubic,226,Intermetallic,-1.3371,0.0758,0.0,1,195.18,56.24,0.3781,10.923,8,881.55,1722.0,0
mp-797155,NH3Rh,3,trigonal,154,Oxide,-3.8898,0.0111,5.072,0,327.26,144.75,0.308,6.803,4,352.36,2169.0,1
mp-299364,CeNb,2,tetragonal,136,Oxide,-1.8272,0.0552,6.539,0,117.7,81.65,0.1975,5.539,4,354.57,2392.0,0
mp-109739,Ce4Mg2Sn4,3,tetragonal,131,Ceramic,-2.4602,0.0036,6.483,0,2.0,1.61,0.1777,3.74,12,496.41,2329.0,1
mp-35368,Cu4,1,cubic,214,Metal,0.0,0.0195,0.0,1,181.35,116.66,0.2352,7.572,12,1709.64,2114.0,1
mp-849550,S2RhCa3,3,trigonal,159,Carbide,-1.6276,0.0549,1.054,0,213.63,62.22,0.3659,2.522,12,351.73,1979.0,0
mp-393227,O2Pd2,2,hexagonal,169,Metal,-0.6787,0.1176,0.0,1,178.31,124.54,0.2307,7.74,12,1585.26,1263.0,0
mp-756892,Ca3,1,cubic,198,Metal,0.0,0.0285,0.0,1,299.88,216.04,0.2267,5.253,2,87.26,1453.0,1
mp-534249,Ag4Ti3Cd2,3,hexagonal,190,Halide,-3.4444,0.0107,6.741,0,98.27,49.1,0.3011,2.61,8,236.09,987.0,1
mp-626683,Pb3Co,2,orthorhombic,62,Halide,-6.1222,0.0022,4.227,0,2.0,1.04,0.2732,6.287,4,335.99,775.0,1
mp-310602,Li4Co3Si2Au2,4,cubic,201,Ceramic,-2.1829,0.0157,6.576,0,187.95,187.31,0.1397,2.672,8,242.07,2567.0,1
mp-980837,Si4Cu4Fe3,3,monoclinic,11,Oxide,-3.0873,0.0181,7.646,0,47.87,31.3,0.2457,3.556,16,747.08,2518.0,1
mp-476974,Br4Cr,2,monoclinic,7,Metal,0.9291,0.0166,0.0,1,124.25,109.13,0.1712,6.728,4,400.8,1506.0,1
mp-845094,Os2C2Br,3,cubic,215,Halide,-3.1162,0.012,4.268,0,108.75,81.32,0.2093,2.279,6,116.81,1399.0,1
mp-393102,SiH4,2,monoclinic,14,Halide,-1.5774,0.0723,4.714,0,98.37,50.43,0.2916,5.043,8,429.94,889.0,0
mp-307705,He,1,cubic,224,Oxide,-2.4652,0.0362,3.04,0,178.79,124.75,0.2355,3.998,32,1915.29,2619.0,1
mp-192164,Sb3Mg2Na2,3,hexagonal,194,Oxide,-3.4179,0.0666,3.726,0,131.57,80.64,0.227,2.916,24,845.81,2664.0,0
mp-888432,O4Os2,2,hexagonal,178,Halide,-4.2978,0.0033,11.09,0,132.7,75.35,0.2715,1.18,8,106.59,872.0,1
mp-256366,Fe3BiTe3,3,cubic,199,Carbide,-0.4956,0.4165,0.448,0,213.69,157.38,0.2022,9.929,6,497.78,3253.0,0
mp-81871,NbBa2,2,cubic,223,Semiconductor,-0.2301,0.0149,1.18,0,92.35,87.05,0.148,5.625,16,679.65,200.0,1
mp-398567,Ne3Mo,2,monoclinic,4,Ceramic,-3.4674,0.0176,3.887,0,2.0,1.0,0.2791,4.87,4,153.61,1928.0,1
mp-710562,Ba2Co3,2,hexagonal,193,Metal,-0.5161,0.4461,0.0,1,185.69,103.36,0.2504,3.48,6,229.75,755.0,0
mp-819956,Cd2Re2Sn,3,cubic,216,Halide,-4.01,0.0021,8.317,0,111.5,39.4,0.3393,6.713,12,1111.59,1789.0,1
mp-253608,S2Ta3Mn,3,tetragonal,101,Ceramic,-4.5966,0.0185,0.5,0,246.07,126.83,0.2754,6.756,12,1039.9,2260.0,1
mp-190052,Ir2TiYZn,4,monoclinic,13,Metal,-0.3629,0.0336,0.0,1,243.75,72.13,0.3658,9.75,8,656.74,1147.0,1
mp-656696,Sc3,1,cubic,198,Ceramic,-6.0872,0.0032,8.514,0,175.64,112.27,0.2364,1.536,4,77.58,1427.0,1
mp-137350,Ga4ScHf2Al3,4,orthorhombic,48,Semiconductor,-0.5333,0.0501,1.789,0,84.6,63.93,0.2087,1.598,4,88.04,1223.0,0
mp-97757,Zn3Ca,2,cubic,206,Alloy,1.5,0.025,0.0,1,163.7,154.04,0.1242,8.437,2,175.09,818.0,1
mp-749021,SrP3Na3,3,cubic,214,Carbide,-1.1894,0.0315,0.324,0,271.08,57.86,0.3941,7.826,4,482.32,2715.0,1
mp-932668,ZnCd4,2,monoclinic,9,Oxide,-5.258,0.0278,8.609,0,215.83,112.81,0.2691,4.342,16,1000.71,1330.0,1
mp-153467,Mg3In3Rh2,3,cubic,219,Ceramic,-3.8104,0.0154,6.252,0,206.14,78.2,0.3343,4.96,2,109.9,2107.0,1
mp-471210,La3Cr3GaS,4,tetragonal,108,Metal,-0.9884,0.0162,0.0,1,80.54,34.69,0.2976,0.5,4,25.68,3274.0,1
mp-849111,SrSe,2,hexagonal,171,Alloy,0.408,0.1225,0.0,1,134.12,77.05,0.2424,10.57,12,1537.55,2170.0,0
mp-758767,Ge4SnN3Ta2,4,orthorhombic,34,Metal,-0.4317,0.3952,0.0,1,204.1,105.65,0.2847,14.464,32,6581.22,1886.0,0
mp-381261,Os4Ar2CuAg4,4,trigonal,148,Nitride,-1.1724,0.0239,1.378,0,548.2,346.72,0.2365,5.957,6,379.28,1137.0,1
mp-221435,Ni4Os4,2,orthorhombic,51,Nitride,-2.1456,0.0061,1.511,0,383.37,141.2,0.3355,4.231,8,339.86,1329.0,1
mp-69479,Ba4,1,trigonal,144,Nitride,-1.7499,0.0548,2.172,0,281.62,176.93,0.2549,8.06,8,553.26,1860.0,0
mp-419677,HfFe3Ne,3,cubic,216,Metal,-0.611,0.0181,0.0,1,67.49,22.88,0.3473,0.756,4,30.5,1617.0,1
mp-596101,LiAsBr3He3,4,tetragonal,91,Halide,-4.568,0.0038,5.919,0,122.85,60.22,0.2844,1.648,8,138.14,1368.0,1
mp-837451,AuCe3Br3,3,orthorhombic,30,Oxide,-3.5478,0.0234,5.381,0,220.13,99.63,0.2954,2.211,2,43.85,2766.0,1
mp-657824,Y2B4Sr3,3,cubic,215,Intermetallic,0.1311,0.0835,0.0,1,182.35,107.11,0.2568,0.5,4,20.68,693.0,0
mp-729105,V3Ba2,2,monoclinic,8,Semiconductor,-2.3568,0.0029,0.845,0,97.97,50.88,0.2812,3.227,2,88.54,1415.0,1
mp-680799,ReIr3,2,tetragonal,122,Alloy,-0.6844,0.0138,0.0,1,178.9,120.11,0.2246,8.839,8,801.19,1540.0,1
mp-635729,Li2H4,2,monoclinic,13,Chalcogenide,-2.4228,0.0054,0.504,0,45.77,23.18,0.2899,3.384,4,205.65,1271.0,1
mp-686826,Ba4Se2Ce4Te3,4,hexagonal,182,Halide,-4.6679,0.0086,9.4,0,75.5,24.13,0.3536,4.569,16,1076.5,1475.0,1
mp-326518,C4,1,cubic,207,Oxide,-2.5224,0.0187,5.749,0,171.18,130.99,0.1978,4.983,4,316.71,1437.0,1
mp-754675,Ce2,1,tetragonal,131,Intermetallic,0.0,0.0257,0.0,1,247.64,213.42,0.1688,5.569,32,2551.87,1859.0,1
